광역시도,시군구,날짜,플랫폼,캠페인명,유입채널,기기,OS,브라우저,세션수,사용자수,페이지뷰,평균체류(초),이탈률(%),전환수,광고비(원)
경기,남양주시,2023-03-07,Facebook,캠페인_O,이메일,모바일,Android,Chrome,13,11,67,372,35.4,1,767034
인천,연수구,2023-03-08,Facebook,캠페인_N,검색광고,모바일,Windows,Samsung Internet,3022,2119,13949,356,76.8,144,1000432
인천,남동구,2023-03-08,Naver,캠페인_L,SNS광고,PC,Android,Chrome,1129,897,3871,370,42.2,98,1263939
제주,서귀포시,2023-03-08,Instagram,캠페인_Q,자연검색,모바일,Android,Safari,3496,2298,9494,196,47.3,107,815705
인천,서구,2023-03-09,KakaoTalk,캠페인_C,자연검색,모바일,macOS,Chrome,444,282,674,187,35.6,15,1426790
인천,부평구,2023-03-10,Instagram,캠페인_O,이메일,모바일,macOS,Samsung Internet,1513,1244,4836,124,74.0,27,1724615
광주,북구,2023-03-10,TikTok,캠페인_F,SNS광고,모바일,macOS,Chrome,898,593,1697,157,48.3,2,1066166
광주,북구,2023-03-11,Instagram,캠페인_N,자연검색,모바일,Windows,Safari,2841,2303,10478,378,71.4,104,447539
부산,북구,2023-03-11,Facebook,캠페인_E,검색광고,태블릿,Android,Safari,1485,922,6959,104,53.5,45,1542454
광주,서구,2023-03-12,Facebook,캠페인_C,자연검색,모바일,Android,Chrome,269,224,898,264,19.9,1,281137
경기,안산시,2023-03-12,Instagram,캠페인_E,SNS광고,모바일,Android,Edge,111,80,557,131,16.1,8,1194615
제주,제주시,2023-03-13,Facebook,캠페인_M,SNS광고,PC,Windows,Safari,1835,1156,6324,358,45.4,20,1210837
대구,북구,2023-03-13,YouTube,캠페인_D,검색광고,모바일,Windows,Safari,2683,2097,6299,242,51.7,188,607797
서울,강남구,2023-03-13,YouTube,캠페인_O,SNS광고,모바일,iOS,Chrome,2935,2674,6286,114,19.1,265,386489
대전,서구,2023-03-13,TikTok,캠페인_F,직접접속,모바일,iOS,Chrome,4912,3383,15705,350,73.9,85,1669306
경기,고양시,2023-03-13,TikTok,캠페인_T,추천링크,모바일,iOS,Edge,1099,753,2015,330,76.1,49,1665329
경기,용인시,2023-03-14,Naver,캠페인_D,자연검색,태블릿,iOS,Chrome,1346,990,6973,92,35.1,28,692723
제주,서귀포시,2023-03-14,Instagram,캠페인_K,검색광고,모바일,Android,Chrome,2633,2325,9264,309,50.1,128,1038345
제주,제주시,2023-03-14,Naver,캠페인_B,검색광고,모바일,iOS,Chrome,3243,2254,16403,385,40.4,267,521611
경기,화성시,2023-03-14,Naver,캠페인_N,SNS광고,모바일,Android,Safari,2610,1877,5226,262,61.2,34,85675
부산,수영구,2023-03-15,YouTube,캠페인_I,검색광고,모바일,Android,Chrome,66,47,294,111,18.2,1,143939
대구,수성구,2023-03-15,Instagram,캠페인_R,SNS광고,모바일,Android,Samsung Internet,4543,3744,12780,215,37.7,342,282275
경기,용인시,2023-03-16,Instagram,캠페인_E,이메일,모바일,Windows,Chrome,1452,1178,7262,12,68.2,65,1397325
대전,서구,2023-03-16,Naver,캠페인_M,직접접속,PC,Android,Safari,553,463,1911,321,85.9,18,1541738
서울,송파구,2023-03-16,YouTube,캠페인_N,검색광고,모바일,Android,Safari,1357,1207,2456,36,81.4,43,1889958
경기,남양주시,2023-03-16,KakaoTalk,캠페인_E,검색광고,PC,iOS,Safari,1427,1268,4963,394,55.7,39,1495309
제주,제주시,2023-03-17,YouTube,캠페인_B,SNS광고,모바일,Android,Safari,1114,883,5909,398,67.7,62,1975600
광주,서구,2023-03-17,YouTube,캠페인_D,직접접속,모바일,Android,Chrome,3523,2882,8399,372,78.4,291,1101768
경기,안산시,2023-03-17,Instagram,캠페인_L,검색광고,모바일,Android,Chrome,4944,4382,13245,35,23.9,149,1056237
대전,서구,2023-03-18,YouTube,캠페인_E,검색광고,모바일,Android,Naver앱,3180,2485,7857,201,75.5,152,1099956
제주,서귀포시,2023-03-18,Instagram,캠페인_Q,검색광고,모바일,macOS,Samsung Internet,1823,1507,10309,197,74.7,133,399712
대전,중구,2023-03-19,YouTube,캠페인_O,검색광고,모바일,Android,Samsung Internet,145,122,574,49,84.5,13,1110059
광주,북구,2023-03-19,YouTube,캠페인_A,SNS광고,모바일,Android,Chrome,781,644,1605,315,78.4,49,815231
대구,수성구,2023-03-19,KakaoTalk,캠페인_R,SNS광고,모바일,Windows,Chrome,4098,3665,14726,309,27.8,246,71586
인천,연수구,2023-03-20,Instagram,캠페인_B,SNS광고,모바일,Android,Safari,1902,1561,9883,199,64.9,58,924649
광주,광산구,2023-03-20,Facebook,캠페인_Q,SNS광고,모바일,Windows,Samsung Internet,1526,1395,6260,152,21.3,154,1679624
광주,북구,2023-03-20,Instagram,캠페인_E,이메일,모바일,iOS,Naver앱,315,206,1268,138,40.7,18,1614182
부산,해운대구,2023-03-21,KakaoTalk,캠페인_L,SNS광고,모바일,Android,Chrome,3081,2882,13800,236,50.5,221,250161
부산,사상구,2023-03-21,Facebook,캠페인_G,검색광고,PC,Windows,Samsung Internet,1089,876,6359,348,16.9,39,589237
서울,종로구,2023-03-22,KakaoTalk,캠페인_M,직접접속,PC,Android,Samsung Internet,2394,1446,5926,54,50.8,80,1485470
경기,부천시,2023-03-22,Instagram,캠페인_S,SNS광고,모바일,Android,Samsung Internet,1561,1354,6843,190,81.3,56,870263
인천,서구,2023-03-22,YouTube,캠페인_F,검색광고,모바일,Android,Naver앱,2696,1655,6549,82,54.9,142,819576
대전,유성구,2023-03-22,KakaoTalk,캠페인_B,자연검색,모바일,Windows,Chrome,2310,1892,6162,265,77.0,36,445534
부산,동래구,2023-03-22,KakaoTalk,캠페인_R,SNS광고,PC,iOS,Chrome,4105,3792,10263,210,57.3,135,1315577
부산,동래구,2023-03-23,Instagram,캠페인_R,검색광고,모바일,Android,Chrome,584,554,1665,119,71.7,46,1451152
부산,동래구,2023-03-23,Instagram,캠페인_N,자연검색,PC,Android,Chrome,4679,3626,14066,131,15.5,236,963332
제주,제주시,2023-03-24,Instagram,캠페인_B,SNS광고,태블릿,iOS,Chrome,616,576,3521,33,22.7,50,1228845
경기,남양주시,2023-03-24,KakaoTalk,캠페인_L,자연검색,모바일,macOS,Chrome,74,70,288,233,50.4,1,387394
제주,서귀포시,2023-03-25,YouTube,캠페인_S,직접접속,모바일,Android,Safari,2071,1612,5591,25,68.1,160,918728
제주,제주시,2023-03-25,Instagram,캠페인_Q,직접접속,모바일,Android,Edge,2513,1519,6543,174,50.6,114,1724137
대구,수성구,2023-03-26,KakaoTalk,캠페인_A,자연검색,모바일,Windows,Chrome,2285,1774,13186,163,23.6,39,1514119
인천,서구,2023-03-26,Instagram,캠페인_M,추천링크,모바일,iOS,Chrome,499,305,1570,217,62.1,21,1320601
인천,서구,2023-03-26,KakaoTalk,캠페인_P,SNS광고,모바일,Android,Naver앱,4745,4498,13488,73,57.1,266,599083
경기,성남시,2023-03-27,TikTok,캠페인_A,SNS광고,PC,Windows,Safari,1067,954,6099,281,70.3,104,1446955
경기,수원시,2023-03-27,Facebook,캠페인_Q,자연검색,모바일,Windows,Samsung Internet,1658,1101,6121,147,66.6,116,423786
인천,남동구,2023-03-27,Facebook,캠페인_A,SNS광고,모바일,iOS,Samsung Internet,4854,4048,22706,77,26.0,24,1261338
대전,서구,2023-03-28,YouTube,캠페인_B,SNS광고,모바일,Android,Chrome,918,680,4493,150,33.9,47,438124
부산,수영구,2023-03-28,Naver,캠페인_R,이메일,PC,Android,Edge,3388,2444,12443,117,28.8,197,1310138
제주,서귀포시,2023-03-28,Naver,캠페인_B,직접접속,태블릿,iOS,Chrome,478,354,2078,328,72.5,12,573057
서울,강남구,2023-03-28,YouTube,캠페인_F,이메일,태블릿,Windows,Edge,3250,2796,11060,324,76.0,316,717606
제주,제주시,2023-03-29,Naver,캠페인_N,직접접속,모바일,iOS,Safari,355,225,700,318,39.1,22,1666435
서울,서초구,2023-03-29,Facebook,캠페인_K,자연검색,PC,Windows,Chrome,1853,1122,4282,63,46.6,95,1605020
부산,동래구,2023-03-29,YouTube,캠페인_D,자연검색,모바일,iOS,Chrome,4327,3024,6763,56,26.9,333,113011
인천,부평구,2023-03-29,KakaoTalk,캠페인_P,검색광고,PC,Android,Edge,3144,2729,18210,356,72.0,136,701519
광주,북구,2023-03-29,Instagram,캠페인_D,직접접속,태블릿,Android,Safari,45,33,91,57,36.4,3,1287851
대구,수성구,2023-03-30,Facebook,캠페인_C,SNS광고,PC,iOS,Safari,4478,3497,23408,57,32.1,311,41061
대구,달서구,2023-03-30,Instagram,캠페인_A,검색광고,모바일,Windows,Chrome,3833,3140,15661,137,15.2,119,380549
경기,화성시,2023-03-31,YouTube,캠페인_C,SNS광고,모바일,Android,Chrome,98,75,361,189,31.3,8,322614
경기,성남시,2023-04-01,YouTube,캠페인_G,자연검색,모바일,Android,Safari,4488,3930,9332,252,20.3,346,1354999
경기,용인시,2023-04-01,YouTube,캠페인_K,직접접속,모바일,iOS,Safari,1466,1202,4953,352,71.3,141,1985536
대전,중구,2023-04-01,YouTube,캠페인_C,추천링크,모바일,iOS,Samsung Internet,3338,2218,13999,114,66.3,23,1728580
대전,서구,2023-04-01,YouTube,캠페인_A,검색광고,모바일,Android,Samsung Internet,1558,1365,4223,245,46.8,46,1812267
대구,수성구,2023-04-01,YouTube,캠페인_S,SNS광고,모바일,Windows,Chrome,4184,2762,24006,193,65.3,144,1530836
인천,서구,2023-04-01,YouTube,캠페인_K,추천링크,모바일,macOS,Chrome,1730,1541,3990,205,55.4,145,144068
대구,수성구,2023-04-02,KakaoTalk,캠페인_S,SNS광고,모바일,Android,Chrome,747,533,3553,388,57.6,60,1272169
경기,안산시,2023-04-02,KakaoTalk,캠페인_E,검색광고,모바일,iOS,Chrome,4079,2552,16977,368,73.9,90,831517
제주,제주시,2023-04-02,KakaoTalk,캠페인_T,추천링크,모바일,Android,Safari,1780,1480,9895,135,85.3,104,1838810
경기,부천시,2023-04-02,KakaoTalk,캠페인_P,자연검색,모바일,macOS,Chrome,557,418,2357,310,54.4,15,921257
서울,서초구,2023-04-02,TikTok,캠페인_Q,이메일,모바일,iOS,Chrome,1287,841,3533,88,83.8,25,408844
제주,서귀포시,2023-04-03,Facebook,캠페인_G,이메일,PC,Android,Samsung Internet,541,332,1246,53,84.3,29,1685398
인천,부평구,2023-04-03,Instagram,캠페인_I,추천링크,모바일,iOS,Chrome,2111,1499,4650,25,29.7,159,1662786
광주,광산구,2023-04-03,YouTube,캠페인_I,검색광고,PC,macOS,Edge,1191,1080,3114,28,76.9,85,233627
인천,서구,2023-04-04,Facebook,캠페인_J,직접접속,모바일,Windows,Chrome,187,139,371,22,70.7,5,456173
광주,북구,2023-04-04,TikTok,캠페인_D,검색광고,PC,iOS,Chrome,464,425,1108,85,68.4,41,1567417
경기,남양주시,2023-04-05,Facebook,캠페인_P,SNS광고,모바일,iOS,Naver앱,3740,3082,5867,246,49.6,367,457064
대전,중구,2023-04-05,Instagram,캠페인_H,검색광고,태블릿,Android,Samsung Internet,4260,3378,22717,79,81.3,131,1437559
경기,화성시,2023-04-05,TikTok,캠페인_S,직접접속,모바일,Windows,Chrome,2849,2026,8875,33,78.8,14,126732
부산,해운대구,2023-04-05,Instagram,캠페인_B,검색광고,PC,macOS,Naver앱,4514,4171,16272,257,46.7,304,223571
대전,유성구,2023-04-05,Facebook,캠페인_N,검색광고,PC,iOS,Samsung Internet,2404,1669,7144,204,22.0,154,1626395
대구,중구,2023-04-05,Facebook,캠페인_K,검색광고,PC,Android,Edge,4695,3498,25054,85,59.4,293,1738080
제주,제주시,2023-04-05,TikTok,캠페인_R,SNS광고,모바일,iOS,Safari,1961,1467,9938,269,82.6,132,1493979
부산,동래구,2023-04-06,Instagram,캠페인_J,SNS광고,모바일,iOS,Chrome,1228,1119,7279,212,74.9,90,1989769
인천,연수구,2023-04-06,Facebook,캠페인_L,자연검색,PC,Android,Safari,4984,4422,22528,136,84.0,298,1841332
제주,제주시,2023-04-06,Naver,캠페인_L,SNS광고,PC,iOS,Chrome,2328,2002,4914,246,71.0,76,751061
경기,고양시,2023-04-06,Facebook,캠페인_B,이메일,모바일,Android,Chrome,2386,1598,3776,33,26.0,138,508725
부산,북구,2023-04-06,KakaoTalk,캠페인_Q,검색광고,모바일,Android,Safari,3260,2874,9945,217,40.7,231,1666774
인천,남동구,2023-04-06,Instagram,캠페인_O,자연검색,모바일,Android,Safari,182,125,819,12,67.6,5,1180830
광주,북구,2023-04-06,YouTube,캠페인_A,자연검색,PC,Android,Samsung Internet,3803,2530,10862,355,20.5,269,1783596
대전,서구,2023-04-06,Instagram,캠페인_E,SNS광고,모바일,macOS,Edge,1794,1383,9891,155,28.8,144,1232870
제주,제주시,2023-04-06,KakaoTalk,캠페인_G,자연검색,모바일,Windows,Samsung Internet,1384,937,3478,97,79.0,66,1333866
대전,중구,2023-04-07,Instagram,캠페인_H,자연검색,모바일,Windows,Chrome,4936,4320,25952,93,66.1,248,1081363
인천,서구,2023-04-07,Facebook,캠페인_O,검색광고,모바일,Android,Chrome,18,10,69,138,75.9,0,1505534
경기,수원시,2023-04-07,KakaoTalk,캠페인_K,자연검색,모바일,Android,Chrome,378,304,1151,126,79.1,25,1636276
대구,북구,2023-04-07,TikTok,캠페인_D,검색광고,태블릿,iOS,Safari,1735,1173,3593,356,38.5,103,989472
인천,서구,2023-04-08,Instagram,캠페인_H,SNS광고,모바일,Android,Chrome,3025,2587,7836,240,55.5,156,1670884
인천,연수구,2023-04-08,Instagram,캠페인_S,SNS광고,모바일,Windows,Safari,4045,3322,7753,352,49.0,100,1550622
대구,달서구,2023-04-08,Facebook,캠페인_S,추천링크,모바일,Windows,Samsung Internet,1265,901,4434,259,70.3,70,1170760
경기,용인시,2023-04-09,YouTube,캠페인_N,SNS광고,PC,macOS,Chrome,721,650,1485,347,77.0,46,407978
부산,해운대구,2023-04-09,Facebook,캠페인_I,직접접속,모바일,macOS,Safari,119,74,290,152,81.3,2,1857378
서울,강서구,2023-04-09,TikTok,캠페인_N,검색광고,PC,macOS,Chrome,234,150,637,211,63.5,16,888872
대구,북구,2023-04-10,YouTube,캠페인_T,검색광고,모바일,Android,Edge,2203,1886,9300,82,84.0,146,938335
제주,서귀포시,2023-04-10,TikTok,캠페인_O,SNS광고,모바일,Android,Safari,2558,2387,5393,342,22.7,177,149231
제주,제주시,2023-04-10,YouTube,캠페인_D,이메일,PC,Windows,Chrome,3397,2499,18228,231,45.0,178,266633
대구,중구,2023-04-10,YouTube,캠페인_C,SNS광고,태블릿,Android,Chrome,3425,3054,11134,210,37.9,181,1093673
대구,수성구,2023-04-11,KakaoTalk,캠페인_A,자연검색,모바일,iOS,Samsung Internet,3150,2311,6608,110,20.6,222,197642
부산,사상구,2023-04-12,TikTok,캠페인_Q,검색광고,모바일,iOS,Safari,3793,2583,13186,159,41.0,235,1051626
부산,북구,2023-04-12,Naver,캠페인_M,SNS광고,모바일,iOS,Samsung Internet,3176,2287,18775,214,17.7,231,784931
대구,북구,2023-04-12,YouTube,캠페인_T,자연검색,모바일,iOS,Chrome,52,38,103,380,59.2,3,1722482
제주,제주시,2023-04-13,TikTok,캠페인_M,직접접속,PC,Android,Safari,218,161,882,119,57.3,14,1057992
부산,수영구,2023-04-13,Instagram,캠페인_K,검색광고,PC,Android,Chrome,2281,1435,13282,48,71.9,128,806065
대구,수성구,2023-04-13,Naver,캠페인_M,직접접속,태블릿,iOS,Safari,3567,2278,19359,173,32.4,12,1437649
서울,영등포구,2023-04-14,Naver,캠페인_P,자연검색,PC,Windows,Samsung Internet,2448,1879,14127,75,69.9,177,1952561
대전,중구,2023-04-14,YouTube,캠페인_P,추천링크,모바일,Android,Chrome,533,497,2680,40,32.5,51,431536
광주,광산구,2023-04-14,YouTube,캠페인_J,검색광고,모바일,Android,Samsung Internet,4305,3033,10748,199,80.6,92,154899
경기,고양시,2023-04-14,YouTube,캠페인_A,SNS광고,PC,Android,Edge,3206,2923,14111,312,53.0,151,34506
서울,영등포구,2023-04-14,Instagram,캠페인_N,추천링크,PC,iOS,Chrome,46,31,90,191,69.5,0,148129
광주,광산구,2023-04-15,Instagram,캠페인_L,추천링크,PC,iOS,Safari,2526,1803,8716,289,32.0,54,472937
제주,제주시,2023-04-15,KakaoTalk,캠페인_I,직접접속,PC,Windows,Edge,4874,3068,18741,377,48.5,40,1633386
제주,제주시,2023-04-15,KakaoTalk,캠페인_O,이메일,모바일,Windows,Chrome,3827,2529,6826,159,26.3,156,1659131
광주,서구,2023-04-15,KakaoTalk,캠페인_Q,검색광고,모바일,Android,Edge,3524,2285,14900,338,57.6,156,1206825
제주,서귀포시,2023-04-15,KakaoTalk,캠페인_E,직접접속,모바일,Android,Naver앱,1415,1332,4096,230,26.3,15,1891574
제주,제주시,2023-04-16,TikTok,캠페인_D,자연검색,모바일,Android,Safari,1012,923,3753,18,29.5,82,1948851
경기,남양주시,2023-04-16,Naver,캠페인_A,추천링크,PC,Android,Safari,1098,914,5425,92,56.8,38,1795055
대구,수성구,2023-04-16,YouTube,캠페인_B,SNS광고,모바일,Android,Chrome,2579,1779,7322,304,25.3,148,9348
경기,남양주시,2023-04-16,YouTube,캠페인_H,검색광고,PC,Android,Chrome,3277,2206,6286,29,62.6,196,1836215
서울,노원구,2023-04-17,TikTok,캠페인_B,SNS광고,모바일,iOS,Samsung Internet,2533,2021,13541,387,64.6,77,346469
인천,서구,2023-04-17,Facebook,캠페인_S,자연검색,PC,Android,Chrome,559,346,1751,304,20.9,33,975804
대구,수성구,2023-04-17,Naver,캠페인_M,직접접속,모바일,iOS,Safari,4369,4012,17402,318,46.9,321,641364
대구,수성구,2023-04-17,Facebook,캠페인_M,검색광고,모바일,iOS,Safari,1665,1058,5052,377,25.8,67,1737073
경기,남양주시,2023-04-17,Naver,캠페인_H,추천링크,PC,Windows,Safari,4306,2763,20603,28,44.1,92,1058863
부산,수영구,2023-04-17,KakaoTalk,캠페인_D,검색광고,모바일,iOS,Chrome,1565,958,8967,118,66.0,81,790363
경기,화성시,2023-04-18,Facebook,캠페인_D,SNS광고,모바일,Windows,Edge,3402,2085,9005,111,31.7,52,350473
경기,고양시,2023-04-18,YouTube,캠페인_K,SNS광고,모바일,Android,Chrome,927,711,1430,393,16.9,67,489511
인천,서구,2023-04-19,YouTube,캠페인_I,직접접속,PC,Android,Samsung Internet,1829,1505,5521,371,53.9,133,1656328
광주,광산구,2023-04-19,KakaoTalk,캠페인_G,직접접속,모바일,Android,Chrome,4676,3316,12539,121,29.6,137,1612312
경기,용인시,2023-04-19,YouTube,캠페인_A,SNS광고,모바일,iOS,Safari,3524,3026,10118,110,20.5,200,572962
대구,중구,2023-04-19,Naver,캠페인_E,검색광고,모바일,Android,Chrome,4298,2961,20960,248,62.7,308,78484
경기,용인시,2023-04-20,KakaoTalk,캠페인_B,검색광고,PC,iOS,Safari,72,60,275,264,68.5,3,217327
제주,서귀포시,2023-04-20,YouTube,캠페인_A,SNS광고,모바일,Windows,Safari,2318,1580,12790,43,48.3,56,878788
제주,제주시,2023-04-20,Naver,캠페인_Q,SNS광고,모바일,Android,Safari,4022,2522,22921,11,72.8,283,513079
대전,서구,2023-04-20,Naver,캠페인_L,검색광고,모바일,Windows,Safari,2555,2395,9913,351,74.1,281,1665706
제주,제주시,2023-04-21,Naver,캠페인_F,SNS광고,모바일,macOS,Chrome,2623,2102,11297,87,76.9,114,816381
광주,광산구,2023-04-21,KakaoTalk,캠페인_I,SNS광고,모바일,iOS,Samsung Internet,1473,1060,4113,166,31.0,21,95867
부산,수영구,2023-04-22,Naver,캠페인_L,SNS광고,모바일,iOS,Samsung Internet,1360,1145,7762,153,85.9,117,1535468
대전,서구,2023-04-22,Instagram,캠페인_B,검색광고,태블릿,Windows,Chrome,1530,1200,3249,283,46.7,143,198481
인천,연수구,2023-04-22,TikTok,캠페인_S,직접접속,태블릿,Android,Edge,3672,3120,13543,150,76.2,347,1549609
제주,제주시,2023-04-22,Naver,캠페인_D,이메일,모바일,Android,Chrome,1184,829,5283,145,64.5,35,632862
대구,중구,2023-04-23,Facebook,캠페인_R,검색광고,모바일,macOS,Chrome,988,642,2770,22,59.9,76,770050
인천,연수구,2023-04-23,Instagram,캠페인_I,자연검색,모바일,Windows,Chrome,622,560,2336,196,80.2,14,1036208
경기,성남시,2023-04-23,KakaoTalk,캠페인_N,자연검색,모바일,iOS,Safari,257,213,1158,326,48.5,18,134493
대구,수성구,2023-04-23,YouTube,캠페인_R,자연검색,모바일,Android,Safari,1942,1182,5545,286,55.7,123,547903
인천,연수구,2023-04-23,KakaoTalk,캠페인_S,이메일,PC,Android,Safari,1933,1388,6871,224,45.4,15,1310974
대전,서구,2023-04-23,Facebook,캠페인_C,자연검색,모바일,Windows,Samsung Internet,3828,3255,12481,139,80.1,268,1653738
광주,광산구,2023-04-24,Instagram,캠페인_S,SNS광고,PC,iOS,Chrome,3387,2430,19996,356,76.2,225,480800
부산,북구,2023-04-24,Facebook,캠페인_F,검색광고,태블릿,macOS,Chrome,2112,1577,7302,367,52.6,78,476536
경기,수원시,2023-04-24,YouTube,캠페인_S,추천링크,PC,Android,Samsung Internet,4691,3282,24598,151,24.3,318,1101729
서울,강서구,2023-04-25,TikTok,캠페인_K,검색광고,모바일,Windows,Safari,3438,2092,10316,356,50.0,170,1463869
