날짜,캠페인명,플랫폼,광고형식,소재유형,색감,해시태그수,텍스트길이,동영상길이(초),노출수,클릭수,CTR(%),좋아요,공유,광고비(원),전환수,소재평점,A/B그룹
2023-03-29,캠페인_B,KakaoTalk,배너,감성소구형,파스텔,7,76,0,150462,9868,6.56,5643,135,2963847,227,7.5,C
2023-03-30,캠페인_A,YouTube,카드뉴스,감성소구형,밝음,5,218,0,111615,7113,6.37,6333,568,463334,426,7.7,B
2023-03-30,캠페인_H,Naver,배너,혜택강조형,파스텔,8,62,0,69009,4496,6.52,3616,247,753695,254,5.2,B
2023-03-31,캠페인_O,KakaoTalk,릴스,긴급성강조형,모노톤,1,175,99,87509,1567,1.79,4737,279,2014897,94,6.0,B
2023-03-31,캠페인_R,YouTube,배너,혜택강조형,밝음,7,222,0,148406,6895,4.65,4378,126,2206609,253,3.2,C
2023-03-31,캠페인_F,KakaoTalk,릴스,감성소구형,어두움,14,267,44,194009,1975,1.02,7731,869,2118703,82,9.2,C
2023-03-31,캠페인_A,Facebook,배너,유머형,어두움,4,65,0,194838,12108,6.21,11302,238,2265933,444,4.4,B
2023-03-31,캠페인_O,Instagram,스토리,정보제공형,밝음,2,106,0,15425,430,2.79,265,23,1688542,24,7.9,C
2023-04-01,캠페인_H,YouTube,이미지,혜택강조형,파스텔,2,100,0,176872,8650,4.89,5488,159,68118,854,5.4,B
2023-04-01,캠페인_A,KakaoTalk,스토리,유머형,비비드,9,91,0,9249,559,6.04,123,4,917044,31,4.1,C
2023-04-01,캠페인_N,Facebook,카드뉴스,유머형,밝음,12,134,0,127794,3287,2.57,1033,63,200930,107,9.2,B
2023-04-01,캠페인_A,TikTok,동영상,정보제공형,밝음,14,119,74,35541,2472,6.96,923,65,612489,189,1.8,C
2023-04-01,캠페인_B,YouTube,배너,감성소구형,어두움,10,184,0,175112,12160,6.94,8841,777,1562902,285,2.0,A
2023-04-02,캠페인_J,Facebook,동영상,유머형,모노톤,3,229,92,115601,7378,6.38,1322,101,773281,112,2.0,A
2023-04-02,캠페인_F,Facebook,스토리,감성소구형,모노톤,2,214,0,77029,4145,5.38,3234,120,1547382,338,9.4,B
2023-04-02,캠페인_J,Facebook,카드뉴스,유머형,파스텔,3,26,0,29248,1479,5.06,207,12,610270,23,4.8,B
2023-04-02,캠페인_S,Instagram,동영상,혜택강조형,밝음,9,80,27,98303,3227,3.28,3553,401,1880372,48,1.2,C
2023-04-02,캠페인_N,KakaoTalk,스토리,긴급성강조형,밝음,6,276,0,39208,2464,6.28,2018,225,1420230,161,9.5,B
2023-04-02,캠페인_D,Instagram,배너,정보제공형,어두움,1,167,0,166399,2229,1.34,4054,254,2070567,119,9.6,B
2023-04-02,캠페인_G,TikTok,카드뉴스,감성소구형,밝음,5,226,0,42928,2058,4.79,709,84,1501439,152,3.3,A
2023-04-02,캠페인_K,TikTok,릴스,정보제공형,파스텔,11,217,74,117035,1659,1.42,1228,97,830710,52,4.1,A
2023-04-03,캠페인_O,Facebook,스토리,긴급성강조형,어두움,6,210,0,131437,1652,1.26,6416,758,1767352,46,4.2,B
2023-04-04,캠페인_C,TikTok,배너,정보제공형,비비드,5,24,0,18202,855,4.7,903,95,2104897,52,2.4,C
2023-04-04,캠페인_R,Naver,릴스,혜택강조형,어두움,1,31,55,174923,10528,6.02,9425,943,595865,374,4.2,B
2023-04-05,캠페인_D,YouTube,스토리,감성소구형,모노톤,14,111,0,134451,4532,3.37,6865,550,1908858,385,5.3,A
2023-04-05,캠페인_O,Instagram,동영상,유머형,어두움,4,67,115,19460,1023,5.26,197,4,1779228,59,6.0,A
2023-04-05,캠페인_E,YouTube,카드뉴스,긴급성강조형,모노톤,3,212,0,136742,4850,3.55,2665,252,939734,88,2.8,C
2023-04-05,캠페인_J,Facebook,동영상,유머형,모노톤,3,254,50,24682,1106,4.48,1390,104,1287667,104,9.3,C
2023-04-07,캠페인_E,Naver,이미지,유머형,파스텔,8,133,0,128251,7368,5.74,5836,260,2923847,385,9.7,C
2023-04-07,캠페인_K,YouTube,배너,감성소구형,모노톤,9,279,0,191272,8233,4.3,8421,208,2123402,340,7.2,B
2023-04-08,캠페인_Q,Facebook,릴스,유머형,모노톤,2,292,63,120519,7343,6.09,1414,145,2575643,575,2.6,A
2023-04-08,캠페인_C,Facebook,이미지,정보제공형,비비드,3,146,0,49690,1406,2.83,2876,218,229190,17,6.1,C
2023-04-08,캠페인_Q,Naver,릴스,혜택강조형,파스텔,4,121,63,117003,765,0.65,3976,358,806847,11,3.6,C
2023-04-08,캠페인_J,Facebook,이미지,유머형,밝음,14,248,0,91647,6228,6.8,3177,185,651183,497,3.5,A
2023-04-09,캠페인_P,TikTok,릴스,감성소구형,밝음,4,117,40,175770,3045,1.73,2185,151,732185,42,1.6,B
2023-04-09,캠페인_B,Naver,배너,혜택강조형,어두움,11,91,0,45925,1779,3.87,1191,69,1804588,48,6.3,B
2023-04-09,캠페인_G,TikTok,릴스,긴급성강조형,어두움,6,78,53,174479,5019,2.88,4837,318,1390650,204,7.3,A
2023-04-10,캠페인_J,Instagram,릴스,정보제공형,밝음,6,61,89,61125,3577,5.85,536,61,762200,260,6.2,A
2023-04-10,캠페인_B,Instagram,스토리,정보제공형,비비드,5,264,0,57016,1907,3.34,366,25,1000555,36,7.6,A
2023-04-11,캠페인_R,Naver,스토리,정보제공형,밝음,6,166,0,172751,1840,1.07,8422,423,2601241,168,1.1,C
2023-04-12,캠페인_Q,Instagram,스토리,감성소구형,파스텔,6,232,0,103691,6481,6.25,2090,187,2967843,147,9.5,B
2023-04-12,캠페인_A,Instagram,스토리,유머형,밝음,11,39,0,93134,4663,5.01,1891,184,355301,58,4.1,A
2023-04-12,캠페인_E,YouTube,동영상,정보제공형,모노톤,3,25,13,73146,609,0.83,974,23,155653,33,10.0,B
2023-04-12,캠페인_D,Instagram,배너,감성소구형,모노톤,7,33,0,21732,566,2.6,1042,76,2679495,56,1.5,A
2023-04-12,캠페인_I,Instagram,동영상,정보제공형,비비드,5,152,41,109760,3222,2.94,3777,265,2064973,54,8.6,B
2023-04-13,캠페인_R,TikTok,배너,긴급성강조형,모노톤,6,288,0,34262,194,0.57,1214,51,669705,2,3.3,B
2023-04-13,캠페인_N,YouTube,스토리,감성소구형,파스텔,1,257,0,179009,4812,2.69,2020,78,2156935,70,9.0,B
2023-04-13,캠페인_A,Facebook,배너,유머형,파스텔,6,248,0,167204,2796,1.67,8002,590,294136,228,8.8,C
2023-04-14,캠페인_M,TikTok,이미지,유머형,모노톤,10,22,0,125245,5693,4.55,2019,117,2457482,490,7.4,C
2023-04-14,캠페인_K,KakaoTalk,스토리,긴급성강조형,비비드,14,199,0,119181,5771,4.84,5631,287,288906,413,7.5,C
2023-04-14,캠페인_C,Naver,동영상,정보제공형,밝음,7,123,37,158510,9421,5.94,8723,637,159353,746,3.3,C
2023-04-16,캠페인_I,Instagram,스토리,유머형,어두움,14,100,0,80093,4844,6.05,2418,249,1672393,469,1.5,A
2023-04-17,캠페인_Q,TikTok,릴스,긴급성강조형,어두움,10,24,34,120270,3141,2.61,4934,423,406182,166,5.7,B
2023-04-18,캠페인_J,Facebook,스토리,혜택강조형,파스텔,5,137,0,110227,4974,4.51,5400,563,98014,320,8.5,B
2023-04-18,캠페인_R,Instagram,이미지,정보제공형,어두움,8,44,0,183340,2430,1.33,7229,766,1249464,198,4.0,B
2023-04-18,캠페인_F,Naver,릴스,유머형,비비드,0,159,88,142878,1467,1.03,6784,152,358203,95,5.8,A
2023-04-18,캠페인_O,TikTok,이미지,긴급성강조형,비비드,4,73,0,106813,2898,2.71,3092,119,1886931,151,8.7,A
2023-04-18,캠페인_N,Instagram,릴스,긴급성강조형,밝음,11,90,101,172169,7840,4.55,1404,44,1501261,655,1.2,C
2023-04-18,캠페인_M,Instagram,동영상,혜택강조형,파스텔,6,43,54,168285,963,0.57,2101,182,1091892,64,9.2,B
2023-04-19,캠페인_P,TikTok,배너,유머형,밝음,13,299,0,169260,2828,1.67,8085,380,1552121,224,5.0,B
2023-04-19,캠페인_L,Naver,배너,긴급성강조형,비비드,10,156,0,18099,154,0.85,1063,82,969367,4,4.2,C
2023-04-20,캠페인_N,TikTok,릴스,유머형,밝음,5,103,21,104214,937,0.9,1435,62,1187926,89,4.0,A
2023-04-20,캠페인_G,YouTube,릴스,정보제공형,어두움,1,295,63,171025,4675,2.73,7981,505,2203316,183,3.2,A
2023-04-21,캠페인_E,KakaoTalk,동영상,혜택강조형,비비드,1,80,10,143454,898,0.63,1344,70,955150,10,2.9,B
2023-04-21,캠페인_H,KakaoTalk,이미지,감성소구형,파스텔,1,146,0,176378,932,0.53,3734,154,1166480,18,2.6,C
2023-04-21,캠페인_I,Instagram,스토리,유머형,어두움,3,105,0,180195,10225,5.67,1305,128,2483418,646,6.0,A
2023-04-21,캠페인_K,Naver,스토리,혜택강조형,파스텔,0,247,0,53512,491,0.92,2608,144,1203819,20,7.6,B
2023-04-21,캠페인_I,TikTok,릴스,정보제공형,밝음,13,158,109,190642,4840,2.54,6403,211,330489,150,6.5,C
2023-04-22,캠페인_I,Facebook,이미지,유머형,밝음,12,138,0,163191,2673,1.64,1543,149,834614,213,3.5,A
2023-04-22,캠페인_C,TikTok,배너,혜택강조형,어두움,8,103,0,86798,3831,4.41,4807,378,308646,118,9.3,C
2023-04-22,캠페인_G,Instagram,릴스,정보제공형,비비드,11,193,15,128554,8202,6.38,2079,100,2269426,304,8.5,B
2023-04-22,캠페인_J,KakaoTalk,이미지,긴급성강조형,밝음,3,112,0,51885,2824,5.44,332,25,2772128,98,3.1,A
2023-04-23,캠페인_O,Naver,카드뉴스,혜택강조형,모노톤,5,262,0,186170,11639,6.25,7874,295,952189,684,9.5,C
2023-04-24,캠페인_M,Facebook,동영상,긴급성강조형,모노톤,12,297,110,23216,1281,5.52,857,78,2179716,21,7.0,B
2023-04-24,캠페인_K,Instagram,릴스,정보제공형,밝음,0,14,67,163042,5825,3.57,3713,104,1535960,374,8.9,C
2023-04-24,캠페인_J,YouTube,이미지,긴급성강조형,파스텔,2,159,0,9678,273,2.82,328,12,2492819,21,1.2,B
2023-04-24,캠페인_M,Instagram,릴스,긴급성강조형,비비드,7,30,17,148900,5439,3.65,5890,376,2314843,310,6.1,B
2023-04-24,캠페인_H,Instagram,스토리,유머형,밝음,13,195,0,27059,814,3.01,450,18,739049,25,6.9,A
2023-04-24,캠페인_M,Naver,릴스,유머형,밝음,0,166,57,31884,1880,5.9,1641,74,285433,76,4.7,B
2023-04-25,캠페인_I,Naver,동영상,정보제공형,모노톤,7,220,82,153027,8638,5.64,6790,581,518507,357,4.3,C
2023-04-26,캠페인_F,Naver,이미지,정보제공형,어두움,2,201,0,132160,7540,5.71,5363,500,338232,430,4.6,B
2023-04-26,캠페인_G,Naver,스토리,혜택강조형,어두움,12,101,0,58999,2605,4.42,2302,227,2411250,226,9.6,C
2023-04-27,캠페인_E,Naver,동영상,유머형,비비드,7,221,117,88521,2508,2.83,1790,162,1911889,96,8.3,C
2023-04-27,캠페인_P,Naver,스토리,혜택강조형,비비드,10,15,0,59783,996,1.67,3470,390,905751,33,6.2,C
2023-04-27,캠페인_D,TikTok,릴스,감성소구형,모노톤,0,167,102,180193,10024,5.56,10695,662,428550,945,9.3,C
2023-04-28,캠페인_I,Instagram,이미지,유머형,비비드,6,36,0,157460,3019,1.92,3608,268,2562003,286,6.4,C
2023-04-28,캠페인_B,Instagram,배너,감성소구형,어두움,3,28,0,110057,646,0.59,2694,166,155888,11,8.4,B
2023-04-29,캠페인_Q,KakaoTalk,이미지,유머형,모노톤,7,140,0,167910,3038,1.81,8953,596,2431118,180,8.2,B
2023-04-29,캠페인_N,Instagram,동영상,혜택강조형,비비드,8,262,10,52054,522,1.0,1212,26,277862,51,6.9,A
2023-04-29,캠페인_B,KakaoTalk,배너,감성소구형,파스텔,7,294,0,168799,9194,5.45,9831,313,587366,143,2.6,A
2023-04-29,캠페인_S,Naver,카드뉴스,감성소구형,비비드,14,30,0,198131,6436,3.25,1501,92,434697,104,9.1,C
2023-04-30,캠페인_H,YouTube,동영상,정보제공형,비비드,5,48,73,49607,2655,5.35,896,97,2260447,206,1.2,A
2023-04-30,캠페인_K,YouTube,카드뉴스,혜택강조형,밝음,2,231,0,13975,970,6.94,280,28,74010,77,7.5,C
2023-05-01,캠페인_J,TikTok,이미지,긴급성강조형,모노톤,8,197,0,33753,2095,6.21,698,76,632624,118,4.1,A
2023-05-01,캠페인_D,KakaoTalk,스토리,유머형,모노톤,1,169,0,138951,5220,3.76,1449,107,2800646,283,1.1,C
2023-05-02,캠페인_Q,YouTube,카드뉴스,혜택강조형,어두움,5,122,0,95508,593,0.62,3267,67,467294,33,8.5,B
2023-05-02,캠페인_O,TikTok,릴스,긴급성강조형,어두움,3,63,73,122274,6629,5.42,5135,260,1276317,477,3.6,C
2023-05-02,캠페인_S,Instagram,카드뉴스,긴급성강조형,파스텔,10,285,0,124606,4557,3.66,4025,225,1597194,239,7.2,B
2023-05-03,캠페인_K,Instagram,동영상,유머형,모노톤,6,230,93,85201,3559,4.18,2238,200,2687264,319,9.3,B
2023-05-03,캠페인_R,KakaoTalk,이미지,긴급성강조형,비비드,8,102,0,146657,1858,1.27,4017,410,2837337,27,1.0,A
2023-05-03,캠페인_T,Facebook,이미지,혜택강조형,파스텔,0,109,0,74372,1450,1.95,2535,179,2398395,43,7.0,C
2023-05-04,캠페인_Q,Facebook,릴스,유머형,비비드,8,63,56,191283,2762,1.44,8202,186,1711831,36,2.4,B
2023-05-05,캠페인_E,Instagram,이미지,유머형,밝음,7,29,0,116643,3843,3.29,3121,320,2465278,87,2.4,A
2023-05-05,캠페인_Q,YouTube,동영상,유머형,모노톤,13,203,11,167175,10637,6.36,2835,326,541426,1051,7.2,C
2023-05-05,캠페인_R,Facebook,카드뉴스,혜택강조형,비비드,2,87,0,122230,4864,3.98,6267,573,2001419,467,8.3,B
2023-05-06,캠페인_O,YouTube,카드뉴스,긴급성강조형,밝음,3,225,0,58822,3106,5.28,2487,297,2788945,156,1.8,C
2023-05-06,캠페인_T,Instagram,릴스,정보제공형,파스텔,6,18,35,161383,2803,1.74,8452,617,427731,66,6.6,C
2023-05-07,캠페인_E,Naver,배너,혜택강조형,밝음,6,50,0,45931,952,2.07,1808,71,1427272,76,4.8,A
2023-05-07,캠페인_S,YouTube,이미지,유머형,모노톤,8,299,0,45435,1582,3.48,2512,60,1900487,109,6.6,C
2023-05-08,캠페인_A,Naver,스토리,감성소구형,모노톤,6,104,0,171001,8299,4.85,4478,303,1768059,474,4.0,B
2023-05-08,캠페인_L,TikTok,이미지,긴급성강조형,파스텔,10,268,0,106914,3756,3.51,4883,548,859454,89,4.2,A
2023-05-09,캠페인_I,YouTube,동영상,감성소구형,밝음,11,95,21,145761,6356,4.36,1209,93,924057,96,8.2,B
2023-05-09,캠페인_E,Facebook,이미지,혜택강조형,어두움,1,270,0,39740,1465,3.69,2018,194,2826873,136,9.7,B
2023-05-09,캠페인_M,TikTok,스토리,감성소구형,어두움,11,47,0,99795,2722,2.73,4569,168,2500572,229,5.7,C
2023-05-09,캠페인_C,Naver,카드뉴스,긴급성강조형,파스텔,14,206,0,51668,856,1.66,2369,259,2402363,18,5.2,A
2023-05-10,캠페인_G,YouTube,스토리,감성소구형,모노톤,10,299,0,26348,1061,4.03,314,25,864088,102,6.6,A
2023-05-10,캠페인_L,YouTube,릴스,긴급성강조형,파스텔,1,33,45,160000,8762,5.48,7049,835,1040242,410,1.2,C
2023-05-10,캠페인_K,Instagram,릴스,혜택강조형,어두움,14,37,16,122616,5569,4.54,5761,647,824835,542,1.5,C
2023-05-10,캠페인_B,Facebook,이미지,긴급성강조형,모노톤,14,186,0,60685,1150,1.9,2747,195,2550117,70,7.4,C
2023-05-10,캠페인_F,Naver,스토리,유머형,파스텔,12,171,0,141930,8748,6.16,3054,146,1138627,592,5.6,A
2023-05-10,캠페인_D,TikTok,이미지,긴급성강조형,어두움,3,195,0,64302,2600,4.04,3261,377,851301,66,3.3,A
2023-05-10,캠페인_E,KakaoTalk,동영상,혜택강조형,밝음,9,113,58,176108,11888,6.75,7466,572,2219784,647,6.8,C
2023-05-10,캠페인_P,TikTok,배너,긴급성강조형,어두움,8,172,0,105977,2011,1.9,4985,260,1146726,192,8.4,A
2023-05-10,캠페인_G,Facebook,카드뉴스,유머형,밝음,14,297,0,131693,6343,4.82,2704,66,183187,438,9.4,A
2023-05-10,캠페인_Q,Instagram,릴스,긴급성강조형,파스텔,8,138,37,186242,10345,5.55,6096,619,2676404,803,4.2,B
2023-05-11,캠페인_H,Instagram,이미지,긴급성강조형,파스텔,3,238,0,188266,12044,6.4,3211,130,2918353,746,2.9,C
2023-05-11,캠페인_O,Naver,스토리,유머형,밝음,9,183,0,114847,3184,2.77,5583,337,711741,214,9.3,B
2023-05-12,캠페인_M,KakaoTalk,릴스,감성소구형,비비드,10,40,27,30247,350,1.16,772,65,786581,6,8.7,B
2023-05-12,캠페인_O,Instagram,스토리,혜택강조형,파스텔,7,49,0,171480,8551,4.99,8532,582,2008434,458,3.1,C
2023-05-13,캠페인_I,KakaoTalk,이미지,감성소구형,어두움,14,232,0,111560,6524,5.85,1605,190,342464,542,9.2,A
2023-05-13,캠페인_O,Facebook,릴스,혜택강조형,밝음,10,199,82,187697,6858,3.65,1522,102,2087709,519,7.6,A
2023-05-14,캠페인_K,TikTok,스토리,혜택강조형,모노톤,11,21,0,163824,4639,2.83,1123,133,2448447,303,5.8,B
2023-05-14,캠페인_T,YouTube,카드뉴스,유머형,비비드,9,232,0,148795,10179,6.84,3575,358,1113466,618,5.1,A
2023-05-14,캠페인_E,YouTube,스토리,유머형,비비드,13,18,0,77471,3670,4.74,1825,147,1036819,157,3.1,C
2023-05-15,캠페인_H,YouTube,배너,긴급성강조형,밝음,1,186,0,114190,4421,3.87,4409,358,2148966,246,4.9,C
2023-05-15,캠페인_R,TikTok,카드뉴스,긴급성강조형,비비드,2,158,0,58719,2870,4.89,3109,201,2745567,162,3.6,A
2023-05-16,캠페인_K,Instagram,이미지,유머형,밝음,9,137,0,91409,1684,1.84,4301,218,2383497,118,4.1,B
2023-05-16,캠페인_G,KakaoTalk,이미지,감성소구형,모노톤,13,46,0,59834,698,1.17,3363,306,2930581,24,5.0,C
2023-05-16,캠페인_L,KakaoTalk,배너,감성소구형,모노톤,7,179,0,150799,9810,6.51,9034,700,877103,778,8.3,B
2023-05-16,캠페인_S,YouTube,릴스,긴급성강조형,모노톤,13,86,31,101341,2091,2.06,3705,269,2199926,50,8.7,A
2023-05-16,캠페인_T,YouTube,스토리,긴급성강조형,비비드,9,219,0,88053,1813,2.06,1301,100,870476,44,2.3,C
2023-05-17,캠페인_T,KakaoTalk,릴스,정보제공형,파스텔,10,68,110,105700,2436,2.3,1940,154,2277071,187,8.7,B
2023-05-17,캠페인_D,Facebook,동영상,긴급성강조형,비비드,14,116,68,60425,3872,6.41,3540,110,2884660,220,7.1,A
2023-05-17,캠페인_Q,Facebook,동영상,정보제공형,어두움,8,16,61,188271,3752,1.99,8014,331,1838075,292,9.1,C
2023-05-17,캠페인_F,Naver,동영상,긴급성강조형,밝음,14,217,15,8949,162,1.81,204,9,2109486,11,5.3,B
2023-05-17,캠페인_K,TikTok,스토리,감성소구형,밝음,8,166,0,173121,2007,1.16,10202,543,2673387,161,2.4,B
2023-05-17,캠페인_J,Naver,이미지,긴급성강조형,파스텔,0,294,0,19091,373,1.95,533,50,2946652,28,9.6,A
2023-05-19,캠페인_C,Naver,이미지,긴급성강조형,비비드,0,19,0,43543,788,1.81,885,23,114844,56,6.9,A
2023-05-19,캠페인_F,KakaoTalk,이미지,긴급성강조형,파스텔,1,106,0,62962,1378,2.19,1452,127,2577158,79,7.3,C
2023-05-19,캠페인_R,YouTube,카드뉴스,감성소구형,비비드,5,29,0,192541,9269,4.81,2630,96,2589277,264,7.6,C
2023-05-19,캠페인_B,Instagram,동영상,감성소구형,모노톤,11,99,43,13831,342,2.47,671,65,1568145,25,8.3,C
2023-05-19,캠페인_I,TikTok,카드뉴스,감성소구형,비비드,2,82,0,83010,2176,2.62,1839,128,2973338,178,8.3,C
2023-05-20,캠페인_E,YouTube,동영상,혜택강조형,파스텔,6,34,23,177398,1878,1.06,3219,329,2550016,80,2.7,A
2023-05-20,캠페인_J,Instagram,이미지,정보제공형,비비드,4,240,0,106883,4532,4.24,4364,304,1734205,91,4.6,C
2023-05-21,캠페인_P,Facebook,배너,유머형,밝음,1,39,0,24613,1529,6.21,439,26,2187127,114,6.6,A
2023-05-21,캠페인_I,TikTok,동영상,혜택강조형,밝음,7,294,115,168617,8038,4.77,4942,226,303198,126,1.9,C
2023-05-21,캠페인_E,Naver,릴스,유머형,파스텔,0,173,21,97833,5126,5.24,3692,280,2615170,326,7.4,A
2023-05-21,캠페인_O,YouTube,배너,감성소구형,밝음,10,72,0,68582,1724,2.51,3785,111,2540786,40,9.3,C
2023-05-21,캠페인_M,Facebook,이미지,긴급성강조형,파스텔,5,161,0,157562,1433,0.91,5980,458,510987,81,9.3,C
2023-05-22,캠페인_B,TikTok,스토리,유머형,어두움,5,239,0,92593,5309,5.73,1011,82,1038387,146,9.0,B
2023-05-22,캠페인_H,Naver,릴스,혜택강조형,파스텔,9,68,47,176647,9031,5.11,5053,352,2662130,271,4.0,C
2023-05-22,캠페인_G,Instagram,릴스,유머형,파스텔,3,69,95,44945,711,1.58,594,29,441654,57,8.0,A
2023-05-23,캠페인_N,Facebook,카드뉴스,감성소구형,비비드,6,45,0,15818,324,2.05,754,49,420343,25,7.9,B
2023-05-23,캠페인_R,Naver,배너,유머형,밝음,12,132,0,193503,7698,3.98,2616,63,689813,739,6.8,C
2023-05-24,캠페인_A,YouTube,배너,혜택강조형,파스텔,11,199,0,68658,3658,5.33,1741,135,1562982,134,3.1,A
2023-05-25,캠페인_S,KakaoTalk,이미지,감성소구형,비비드,8,164,0,8565,524,6.12,399,42,2716475,10,8.3,A
2023-05-25,캠페인_E,Instagram,동영상,혜택강조형,밝음,0,26,45,2452,134,5.46,124,13,343466,11,8.6,A
2023-05-26,캠페인_Q,TikTok,이미지,유머형,어두움,1,255,0,31333,1238,3.95,1058,69,2027839,82,2.0,C
2023-05-26,캠페인_O,KakaoTalk,스토리,혜택강조형,모노톤,1,256,0,171337,7411,4.33,1091,118,871258,261,7.1,A
2023-05-28,캠페인_L,KakaoTalk,배너,감성소구형,파스텔,4,217,0,125646,2314,1.84,7505,542,148711,66,3.6,A
2023-05-28,캠페인_K,KakaoTalk,이미지,혜택강조형,어두움,10,282,0,104293,7293,6.99,990,34,1667576,577,2.1,A
2023-05-28,캠페인_R,Facebook,스토리,감성소구형,파스텔,4,103,0,86333,2468,2.86,606,19,1673905,152,9.0,C
2023-05-28,캠페인_E,KakaoTalk,릴스,정보제공형,모노톤,1,127,113,28116,1924,6.84,1536,99,1592864,130,1.4,B
2023-05-29,캠페인_P,Facebook,배너,감성소구형,어두움,2,148,0,121388,2077,1.71,5499,233,2462856,94,7.2,A
2023-05-29,캠페인_L,TikTok,스토리,긴급성강조형,밝음,9,235,0,63203,3965,6.27,2760,209,1349009,240,3.8,C
2023-05-30,캠페인_S,Naver,동영상,유머형,밝음,4,177,75,197659,13003,6.58,2898,216,1671931,309,9.7,C
2023-05-30,캠페인_H,TikTok,카드뉴스,혜택강조형,어두움,3,272,0,177637,1585,0.89,9483,891,670296,17,1.8,A
2023-05-30,캠페인_R,Instagram,배너,감성소구형,어두움,4,51,0,41065,229,0.56,2037,198,1768818,14,2.0,A
2023-05-31,캠페인_E,Naver,릴스,긴급성강조형,밝음,0,222,87,102594,3913,3.81,4209,499,2787564,128,7.2,B
2023-05-31,캠페인_S,KakaoTalk,릴스,유머형,밝음,13,41,70,77246,3406,4.41,417,10,2424583,135,1.2,C
2023-05-31,캠페인_L,Facebook,동영상,혜택강조형,파스텔,8,278,99,165938,10785,6.5,3372,296,1593039,299,6.2,A
