날짜,플랫폼,캠페인명,광고목표,광고형식,업종,지역,연령대,성별,광고비(원),노출수,도달수,클릭수,CTR(%),CPC(원),CPM(원),전환수,전환가치(원),ROAS(%),좋아요,댓글,공유,저장
2023-01-22,Facebook,캠페인_L,리드수집,릴스,전자기기,제주,18-24,여성,271554,410170,253950,8731,2.13,31,662,479,68237861,25128.7,6969,558,336,623
2023-01-22,Naver,캠페인_K,인지도,카드뉴스,교육,서울,18-24,여성,1960473,1912058,1163496,26560,1.39,74,1025,1092,58429644,2980.4,69507,10129,5486,6374
2023-01-22,TikTok,캠페인_F,동영상조회,릴스,교육,인천,35-44,남성,3932928,6871824,6472058,301207,4.38,13,572,10140,1307836920,33253.5,440109,58733,13550,54908
2023-01-22,KakaoTalk,캠페인_S,동영상조회,스토리,교육,대구,55+,여성,3974753,6298501,4153847,203741,3.23,20,631,5288,431696456,10861.0,47847,6920,2906,5067
2023-01-22,Instagram,캠페인_K,동영상조회,릴스,식품/음료,제주,35-44,남성,532979,489824,320724,13047,2.66,41,1088,339,19039935,3572.4,24841,1900,1714,2298
2023-01-22,KakaoTalk,캠페인_F,전환,카드뉴스,전자기기,서울,25-34,여성,2702201,1887735,1670980,20384,1.08,133,1431,371,19416656,718.5,74199,10833,6443,9963
2023-01-22,Naver,캠페인_S,동영상조회,배너,식품/음료,대구,18-24,전체,1558726,2103444,1279455,22675,1.08,69,741,1686,210235770,13487.7,53146,5760,1106,5711
2023-01-23,Naver,캠페인_M,앱설치,동영상,여행,부산,25-34,여성,3142877,3119093,2766001,50476,1.62,62,1008,1785,9915675,315.5,205040,22042,16277,14252
2023-01-23,Facebook,캠페인_R,동영상조회,이미지,금융,광주,55+,전체,4673039,4026157,2723590,77946,1.94,60,1161,2022,245840826,5260.8,60693,6603,3678,12137
2023-01-23,TikTok,캠페인_P,동영상조회,이미지,여행,제주,55+,전체,4893499,7871424,6969435,393112,4.99,12,622,12924,341064360,6969.7,203200,29431,4718,22652
2023-01-23,KakaoTalk,캠페인_M,트래픽,동영상,교육,인천,55+,여성,401289,688369,636779,15299,2.22,26,583,744,92944200,23161.4,9408,385,478,1051
2023-01-23,TikTok,캠페인_L,리드수집,릴스,전자기기,대구,18-24,전체,4738845,4802164,3397647,102942,2.14,46,987,1324,12134460,256.1,203082,29477,4180,27326
2023-01-23,Instagram,캠페인_I,앱설치,배너,금융,대전,45-54,전체,2994633,2183473,1406601,55875,2.56,54,1371,791,27361481,913.7,83393,5501,5781,7585
2023-01-23,YouTube,캠페인_D,앱설치,릴스,금융,서울,18-24,남성,1707026,1413451,1338574,19597,1.39,87,1208,171,2322522,136.1,80878,6935,5812,12109
2023-01-23,YouTube,캠페인_E,리드수집,스토리,금융,대구,45-54,여성,1804781,1564667,1394103,15623,1.0,116,1153,113,16355168,906.2,99098,13755,9254,13747
2023-01-24,Instagram,캠페인_C,동영상조회,이미지,전자기기,인천,25-34,전체,3030822,5592365,3375322,182160,3.26,17,542,4041,508188078,16767.3,156080,18956,15210,15377
2023-01-25,Facebook,캠페인_A,트래픽,배너,여행,대전,45-54,여성,114590,98317,64817,2596,2.64,44,1166,140,16695140,14569.5,2658,192,59,468
2023-01-25,YouTube,캠페인_C,트래픽,카드뉴스,전자기기,서울,18-24,여성,4047896,5899346,3761804,42146,0.71,96,686,504,34068384,841.6,103256,9986,7335,16978
2023-01-25,KakaoTalk,캠페인_K,앱설치,동영상,식품/음료,대구,25-34,전체,3601929,4768436,4169827,169458,3.55,21,755,9104,1310074704,36371.5,152255,6426,10110,8405
2023-01-25,Instagram,캠페인_R,트래픽,동영상,전자기기,대전,55+,남성,1924346,1527266,1078756,34881,2.28,55,1260,1005,79982925,4156.4,72101,9325,5424,8108
2023-01-25,Facebook,캠페인_G,동영상조회,이미지,게임,대구,18-24,전체,135105,167454,150556,2129,1.27,63,807,28,1550080,1147.3,9508,554,427,581
2023-01-25,YouTube,캠페인_L,인지도,릴스,금융,서울,18-24,남성,1955783,2382769,2257748,20265,0.85,97,821,376,18022808,921.5,68546,9539,1529,7920
2023-01-25,TikTok,캠페인_D,트래픽,이미지,전자기기,인천,55+,남성,357396,681595,640858,13867,2.03,26,524,385,32734240,9159.1,36013,3922,2949,3852
2023-01-25,TikTok,캠페인_T,인지도,릴스,뷰티/화장품,대전,35-44,여성,3040036,3931476,2371376,63505,1.62,48,773,1530,127530090,4195.0,147245,15392,3807,18971
2023-01-25,YouTube,캠페인_O,동영상조회,스토리,패션/의류,서울,18-24,전체,2732906,3834886,3218153,47666,1.24,57,713,794,47946484,1754.4,32979,3424,848,2303
2023-01-26,Instagram,캠페인_A,리드수집,릴스,금융,경기,45-54,남성,286994,352242,225843,12790,3.63,22,815,534,50919570,17742.4,8235,277,519,1513
2023-01-26,Naver,캠페인_N,트래픽,배너,여행,제주,18-24,남성,772531,1054973,798838,26188,2.48,29,732,1984,153648896,19889.0,40540,5225,1354,6340
2023-01-26,Naver,캠페인_B,앱설치,배너,전자기기,서울,45-54,여성,2203877,1610419,1499228,16897,1.05,130,1369,1042,78313594,3553.4,109399,9582,5077,19412
2023-01-26,YouTube,캠페인_F,인지도,동영상,패션/의류,인천,55+,전체,4095204,7525507,6106429,72590,0.96,56,544,966,120559698,2943.9,303992,11577,25118,31517
2023-01-26,Naver,캠페인_M,동영상조회,배너,교육,인천,18-24,전체,958638,482738,387687,4514,0.94,212,1986,192,9651648,1006.8,28857,4109,1485,5140
2023-01-26,KakaoTalk,캠페인_G,전환,이미지,여행,대전,35-44,전체,2417931,2711648,2321586,78147,2.88,31,892,2066,308730644,12768.4,177508,6673,10239,19310
2023-01-27,TikTok,캠페인_A,인지도,동영상,게임,서울,25-34,남성,2257505,4171056,2930012,218885,5.25,10,541,5526,434907252,19265.0,130240,15767,2910,14751
2023-01-27,KakaoTalk,캠페인_L,전환,스토리,교육,서울,35-44,여성,434986,793440,483218,19998,2.52,22,548,1271,90069415,20706.3,9603,500,548,625
2023-01-27,KakaoTalk,캠페인_L,트래픽,동영상,교육,대구,18-24,전체,530688,818457,725975,13350,1.63,40,648,810,111496500,21009.8,30300,1474,2579,1713
2023-01-27,Instagram,캠페인_C,앱설치,동영상,금융,광주,55+,전체,840970,1413859,1157915,24692,1.75,34,595,345,41699805,4958.5,85872,6460,3535,7949
2023-01-27,Instagram,캠페인_S,앱설치,릴스,패션/의류,서울,45-54,남성,1694250,3217247,2371640,96409,3.0,18,527,3088,442217040,26101.1,166822,18765,10444,22065
2023-01-28,Naver,캠페인_T,인지도,스토리,식품/음료,인천,55+,여성,3838716,5018414,3875248,44392,0.88,86,765,1720,76653520,1996.9,57713,7479,4981,3228
2023-01-28,KakaoTalk,캠페인_M,전환,이미지,식품/음료,제주,35-44,남성,3361259,4886646,4092534,138514,2.83,24,688,9414,58790430,1749.1,316489,23968,28570,22653
2023-01-28,TikTok,캠페인_C,인지도,릴스,여행,광주,35-44,전체,485238,502331,463567,17344,3.45,28,966,616,80663352,16623.5,16339,1579,1337,1820
2023-01-28,Naver,캠페인_P,리드수집,동영상,뷰티/화장품,인천,45-54,남성,378510,632160,415064,12759,2.02,30,599,704,23718464,6266.3,31639,2757,1272,5446
2023-01-28,Naver,캠페인_H,앱설치,배너,전자기기,인천,18-24,전체,277142,401293,324396,8738,2.18,32,691,482,39709570,14328.2,12837,760,847,1812
2023-01-28,YouTube,캠페인_C,트래픽,이미지,금융,인천,45-54,여성,2557045,3487126,2857560,53742,1.54,48,733,1106,144612818,5655.5,157790,23124,9182,13346
2023-01-28,Instagram,캠페인_L,앱설치,카드뉴스,여행,부산,35-44,전체,2944763,4027757,3712612,98008,2.43,30,731,2614,133585856,4536.4,231174,8683,16326,38727
2023-01-29,Facebook,캠페인_R,인지도,카드뉴스,여행,인천,18-24,전체,2440202,4290034,3502634,124163,2.89,20,569,4818,231100188,9470.5,175810,25539,8561,31096
2023-01-29,YouTube,캠페인_T,전환,카드뉴스,여행,부산,45-54,남성,4018024,6415601,4042171,66972,1.04,60,626,960,10447680,260.0,68050,4366,1402,8762
2023-01-29,Naver,캠페인_N,인지도,배너,식품/음료,대구,18-24,남성,3207220,2339182,2123814,30417,1.3,105,1371,925,134739200,4201.1,139906,7165,13122,24009
2023-01-29,TikTok,캠페인_T,앱설치,스토리,게임,서울,55+,전체,3402191,2482170,1801490,133391,5.37,26,1371,1220,55578320,1633.6,93795,4866,7616,15736
2023-01-29,Instagram,캠페인_Q,전환,동영상,금융,인천,25-34,전체,1766961,1179504,1062072,20585,1.75,86,1498,395,25320290,1433.0,42172,5715,1666,4997
2023-01-29,Facebook,캠페인_E,트래픽,배너,전자기기,광주,18-24,전체,982086,1519272,915491,33875,2.23,29,646,1155,48835710,4972.7,32006,2844,2094,5885
2023-01-29,KakaoTalk,캠페인_M,트래픽,동영상,패션/의류,부산,55+,남성,3967648,4567912,4272376,152798,3.35,26,869,10492,1489129560,37531.8,279125,31900,13398,19458
2023-01-29,YouTube,캠페인_B,동영상조회,배너,금융,대구,25-34,남성,889815,792061,552714,10368,1.31,86,1123,209,25930421,2914.1,40037,5239,3450,7816
2023-01-29,Instagram,캠페인_O,전환,배너,금융,대전,18-24,전체,685785,1035782,658428,32726,3.16,21,662,1592,187518496,27343.6,44620,4742,2640,4032
2023-01-30,TikTok,캠페인_A,동영상조회,이미지,식품/음료,대전,45-54,남성,2120778,2423412,1615927,50078,2.07,42,875,871,32075446,1512.4,56478,3732,3676,10220
2023-01-30,Facebook,캠페인_R,동영상조회,스토리,교육,인천,45-54,여성,2494921,2572484,2116402,68480,2.66,36,970,2003,192039628,7697.2,57867,2150,4219,3476
2023-01-30,Naver,캠페인_T,리드수집,배너,전자기기,제주,18-24,여성,3273662,5714330,3457104,104614,1.83,31,573,4696,496395376,15163.3,238325,28686,19590,15826
2023-01-31,Instagram,캠페인_Q,트래픽,동영상,여행,서울,25-34,여성,831789,876100,762899,10694,1.22,78,949,472,51941712,6244.6,38825,2035,2282,2791
2023-01-31,YouTube,캠페인_H,동영상조회,동영상,패션/의류,인천,18-24,여성,804241,556267,502055,6378,1.15,126,1446,62,8144506,1012.7,24641,2938,2326,4158
2023-01-31,YouTube,캠페인_D,리드수집,스토리,전자기기,대전,55+,남성,2802080,4125960,2491240,52175,1.26,54,679,390,19143540,683.2,176720,15129,15487,23443
2023-01-31,Instagram,캠페인_R,인지도,릴스,여행,대구,25-34,여성,1077540,905128,623578,12860,1.42,84,1190,690,39590130,3674.1,11017,1622,1016,1493
2023-02-01,KakaoTalk,캠페인_I,리드수집,배너,뷰티/화장품,대전,18-24,전체,3011820,2708454,1917499,54833,2.02,55,1112,2208,301983744,10026.6,81561,7993,7341,8833
2023-02-01,KakaoTalk,캠페인_P,앱설치,동영상,패션/의류,광주,35-44,전체,3362619,5715807,4121297,193803,3.39,17,588,11672,770235280,22905.8,259584,33358,8117,26022
2023-02-01,Instagram,캠페인_O,트래픽,동영상,금융,대구,18-24,여성,1920073,2399305,1864359,84979,3.54,23,800,4344,294453696,15335.5,78717,8473,2883,7338
2023-02-02,YouTube,캠페인_N,트래픽,동영상,패션/의류,인천,55+,여성,2650025,2283541,1431953,11043,0.48,240,1160,211,25272947,953.7,92144,3941,6122,6172
2023-02-02,KakaoTalk,캠페인_I,트래픽,릴스,게임,대전,25-34,전체,2408611,2215878,1937757,47845,2.16,50,1087,1391,70184296,2913.9,119302,12039,4451,7262
2023-02-02,Facebook,캠페인_P,전환,릴스,뷰티/화장품,제주,45-54,여성,1982933,3834483,2886384,57684,1.5,34,517,1697,163977716,8269.5,31595,3165,2266,4579
2023-02-02,Facebook,캠페인_J,전환,릴스,금융,광주,18-24,여성,1445748,1370165,1206373,42743,3.12,34,1055,1497,112667214,7793.0,70914,2799,5410,11557
2023-02-02,YouTube,캠페인_R,앱설치,배너,금융,대구,25-34,전체,2187132,2972537,2152669,33649,1.13,65,736,291,43284795,1979.1,99327,5051,6089,7672
2023-02-03,Facebook,캠페인_G,전환,스토리,금융,제주,18-24,남성,1472394,1395622,1021722,24403,1.75,60,1055,1452,179470104,12189.0,24659,2908,764,1955
2023-02-03,Instagram,캠페인_Q,인지도,스토리,전자기기,대구,25-34,여성,1621809,3233225,2186291,88697,2.74,18,502,1046,146565520,9037.2,164569,8605,12508,12275
2023-02-03,YouTube,캠페인_O,동영상조회,카드뉴스,패션/의류,인천,18-24,여성,110428,185930,158435,1839,0.99,60,594,40,3616480,3275.0,6221,567,281,541
2023-02-04,YouTube,캠페인_Q,인지도,릴스,게임,인천,35-44,남성,2515420,4616361,3150718,54905,1.19,46,545,676,28067520,1115.8,207711,23813,13702,27701
2023-02-04,YouTube,캠페인_R,동영상조회,카드뉴스,교육,부산,35-44,여성,289039,350042,295534,4109,1.17,70,826,70,2066890,715.1,13758,1502,389,2693
2023-02-04,KakaoTalk,캠페인_L,동영상조회,동영상,식품/음료,대구,45-54,남성,2676960,3539471,2696527,67960,1.92,39,756,2309,324532259,12123.2,126025,9690,9571,12257
2023-02-04,Facebook,캠페인_P,동영상조회,릴스,여행,경기,18-24,여성,1611461,2788554,2335251,50551,1.81,32,578,2038,10715804,665.0,122380,4497,5964,8848
2023-02-04,Instagram,캠페인_N,트래픽,배너,금융,경기,55+,남성,694059,604647,449006,8674,1.43,80,1148,455,33558525,4835.1,21692,1619,1766,4032
2023-02-04,Facebook,캠페인_P,인지도,카드뉴스,여행,제주,35-44,남성,3910235,5488754,3336540,116194,2.12,34,712,2828,338005388,8644.1,227162,32190,13647,45170
2023-02-04,KakaoTalk,캠페인_Q,인지도,동영상,뷰티/화장품,인천,45-54,전체,2791563,5223464,3779072,160198,3.07,17,534,4865,301756490,10809.6,222058,18363,16302,30568
2023-02-05,KakaoTalk,캠페인_E,전환,릴스,금융,부산,18-24,전체,4344452,3077150,2908151,98430,3.2,44,1412,3554,472699770,10880.5,61557,4031,5650,10557
2023-02-05,Instagram,캠페인_O,리드수집,릴스,전자기기,광주,35-44,남성,2308883,1744613,1434630,44739,2.56,52,1323,2154,188194980,8150.9,29854,3313,1961,5686
2023-02-05,TikTok,캠페인_I,인지도,동영상,뷰티/화장품,부산,25-34,전체,3601057,3399854,3194512,178927,5.26,20,1059,4384,612326432,17004.1,62764,2638,4847,9937
2023-02-05,Naver,캠페인_J,전환,동영상,패션/의류,대구,18-24,여성,1854544,1460915,1052840,27016,1.85,69,1269,639,30482856,1643.7,24703,3559,739,2056
2023-02-05,KakaoTalk,캠페인_Q,트래픽,동영상,금융,대구,35-44,여성,755977,1434279,888109,46125,3.22,16,527,2875,88860500,11754.4,24958,2356,1024,1949
2023-02-06,Facebook,캠페인_L,전환,이미지,전자기기,대전,55+,전체,4590098,2880221,2561281,39866,1.38,115,1594,2381,345990253,7537.8,181348,17660,6418,13746
2023-02-06,Naver,캠페인_M,동영상조회,이미지,식품/음료,광주,55+,전체,1142465,1851949,1470720,44493,2.4,26,617,1985,76489990,6695.2,62774,4378,1912,9958
2023-02-06,KakaoTalk,캠페인_C,트래픽,동영상,교육,제주,55+,전체,3546662,5732099,5063120,89889,1.57,39,619,3495,405654165,11437.6,214855,11366,6035,17377
2023-02-06,YouTube,캠페인_A,리드수집,동영상,전자기기,경기,18-24,전체,575362,831376,717441,6857,0.82,84,692,32,304128,52.9,22852,834,1063,4012
2023-02-06,YouTube,캠페인_O,인지도,배너,게임,부산,25-34,전체,1718478,2941503,2677314,26682,0.91,64,584,324,27400032,1594.4,97133,10958,6087,17814
2023-02-07,Naver,캠페인_T,앱설치,배너,식품/음료,서울,35-44,여성,1596954,2578674,1897556,42012,1.63,38,619,1791,258339213,16177.0,143230,19382,12234,13825
2023-02-07,Instagram,캠페인_I,트래픽,동영상,패션/의류,부산,25-34,남성,4894137,7101178,4728783,189123,2.66,26,689,6216,899138184,18371.7,165836,12029,9281,25267
2023-02-07,YouTube,캠페인_H,트래픽,스토리,금융,대전,25-34,남성,3310251,2905986,2742825,36383,1.25,91,1139,562,78844104,2381.8,33885,4094,826,1996
2023-02-07,Instagram,캠페인_H,리드수집,카드뉴스,교육,대구,45-54,전체,4274449,6325801,5708554,187399,2.96,23,676,9951,57765555,1351.4,181104,9857,10461,35324
2023-02-07,Naver,캠페인_S,앱설치,이미지,여행,대전,45-54,전체,1365706,1580142,1270652,28890,1.83,47,864,958,132835322,9726.5,32424,2158,2638,5841
2023-02-08,Instagram,캠페인_E,트래픽,릴스,식품/음료,부산,18-24,남성,1603340,2473309,2136037,44050,1.78,36,648,2278,221533222,13817.0,165755,16445,9503,25013
2023-02-08,Naver,캠페인_H,인지도,스토리,전자기기,부산,25-34,전체,1041338,1798664,1661868,33928,1.89,31,579,1361,30572143,2935.9,92706,9766,5714,17649
2023-02-08,KakaoTalk,캠페인_K,리드수집,카드뉴스,여행,제주,25-34,전체,868769,1628133,1338349,53882,3.31,16,534,1750,161036750,18536.2,26133,1472,1194,3550
2023-02-08,Instagram,캠페인_P,동영상조회,스토리,교육,제주,35-44,남성,3890430,5520616,4948245,198988,3.6,20,705,9796,1099493244,28261.5,102103,4025,6635,12101
2023-02-08,Naver,캠페인_I,전환,이미지,패션/의류,대전,18-24,전체,1612256,2353661,2169510,51644,2.19,31,685,1930,135954990,8432.6,49761,3844,4111,7366
2023-02-08,TikTok,캠페인_J,앱설치,동영상,전자기기,경기,25-34,여성,667292,973465,841851,22218,2.28,30,685,562,28874998,4327.2,39574,5244,1627,2417
2023-02-08,KakaoTalk,캠페인_D,전환,배너,식품/음료,광주,25-34,남성,2177051,4110651,3197076,63504,1.54,34,530,2790,387863010,17816.0,135957,14689,13061,21953
2023-02-08,KakaoTalk,캠페인_J,전환,동영상,여행,제주,18-24,여성,353144,445490,406519,9606,2.16,37,793,565,4974825,1408.7,15389,1478,752,780
2023-02-08,Instagram,캠페인_Q,동영상조회,카드뉴스,패션/의류,대전,55+,여성,4256653,2896936,2362475,52711,1.82,81,1469,2606,213514792,5016.0,119945,8844,9836,17700
2023-02-08,YouTube,캠페인_E,인지도,릴스,게임,서울,25-34,여성,1973732,3214799,2732961,29740,0.93,66,614,240,1693680,85.8,31196,1227,2454,1763
2023-02-08,YouTube,캠페인_O,전환,배너,여행,광주,25-34,전체,1410308,1062196,665953,9782,0.92,144,1328,142,11670980,827.5,48533,6284,1088,6770
2023-02-08,KakaoTalk,캠페인_P,동영상조회,카드뉴스,식품/음료,서울,25-34,남성,4700837,9031318,5499288,249332,2.76,19,521,16866,2032572258,43238.5,297810,22447,12397,31581
2023-02-08,Instagram,캠페인_O,트래픽,카드뉴스,여행,대전,45-54,남성,1140873,2043197,1730086,72500,3.55,16,558,3969,77506632,6793.6,134336,10831,12142,17423
2023-02-08,YouTube,캠페인_F,앱설치,스토리,전자기기,인천,18-24,여성,4808356,7098243,4540533,45583,0.64,105,677,562,11256860,234.1,340676,35024,33803,39288
2023-02-08,KakaoTalk,캠페인_C,동영상조회,배너,뷰티/화장품,대전,25-34,남성,1671039,1379357,1080238,47162,3.42,35,1211,1414,108996776,6522.7,52450,3562,4762,6796
2023-02-08,Facebook,캠페인_B,리드수집,배너,게임,광주,55+,남성,4689086,2603209,1902420,35855,1.38,131,1801,1793,54121705,1154.2,72933,10074,6420,13312
2023-02-09,Naver,캠페인_I,트래픽,배너,여행,서울,35-44,여성,4945777,3583632,2593587,36737,1.03,135,1380,855,23816880,481.6,59088,7587,1976,8996
2023-02-09,Instagram,캠페인_K,인지도,스토리,식품/음료,제주,18-24,전체,1030772,741937,479600,23515,3.17,44,1389,1212,142361520,13811.2,29865,2522,1283,5875
2023-02-09,Naver,캠페인_F,리드수집,릴스,교육,제주,18-24,남성,1181143,1568363,1237077,19919,1.27,59,753,544,41408192,3505.8,94230,6921,8883,8994
2023-02-09,Naver,캠페인_J,앱설치,이미지,패션/의류,인천,45-54,여성,3206782,4973827,4650951,43382,0.87,74,645,1152,39802752,1241.2,144070,7006,13751,21181
2023-02-09,KakaoTalk,캠페인_L,앱설치,배너,교육,제주,35-44,여성,3388622,3970479,3247125,119128,3.0,28,853,5533,653878874,19296.3,114209,11380,2675,14030
2023-02-09,YouTube,캠페인_J,리드수집,이미지,교육,인천,35-44,남성,2898335,2281943,1587225,28469,1.25,102,1270,182,2690870,92.8,63210,4798,1423,3580
