날짜,플랫폼,캠페인명,연령대,성별,지역,관심사,기기,신규여부,노출수,클릭수,전환수,광고비(원),체류시간(초),페이지뷰,이탈률(%)
2023-02-28,YouTube,캠페인_P,25-34,여성,부산,뷰티,모바일,재방문,18473,932,9,880887,244,2978,80.3
2023-02-28,TikTok,캠페인_G,35-44,남성,인천,반려동물,모바일,재방문,21382,343,18,632341,151,420,60.0
2023-02-28,TikTok,캠페인_E,25-34,여성,서울,뷰티,모바일,신규,40680,1807,100,274591,41,3819,62.0
2023-03-01,Instagram,캠페인_M,25-34,여성,부산,자동차,태블릿,신규,12686,381,24,279349,90,588,56.9
2023-03-01,Naver,캠페인_O,55+,여성,서울,자동차,태블릿,재방문,9787,261,10,311577,206,871,26.0
2023-03-01,Facebook,캠페인_A,55+,남성,부산,운동/헬스,PC,신규,9302,84,3,909220,172,109,48.7
2023-03-01,KakaoTalk,캠페인_J,35-44,남성,대전,패션,모바일,신규,12188,629,7,951061,64,2575,20.3
2023-03-01,Facebook,캠페인_T,25-34,여성,서울,게임,PC,재방문,1886,108,5,695068,165,207,80.3
2023-03-02,Naver,캠페인_F,25-34,여성,인천,뷰티,모바일,재방문,5186,304,6,292950,191,947,34.1
2023-03-02,Instagram,캠페인_B,18-24,남성,대구,운동/헬스,PC,재방문,31912,621,39,464395,227,864,71.4
2023-03-02,YouTube,캠페인_J,45-54,여성,인천,뷰티,모바일,신규,21189,576,61,902453,190,2010,46.2
2023-03-02,Facebook,캠페인_K,35-44,남성,서울,게임,PC,신규,34549,1135,104,201304,204,2465,76.9
2023-03-02,TikTok,캠페인_H,45-54,남성,경기,운동/헬스,모바일,신규,41531,1628,130,313512,95,4825,68.6
2023-03-03,Naver,캠페인_I,25-34,남성,경기,뷰티,모바일,재방문,15804,535,51,529756,136,1362,74.3
2023-03-03,Facebook,캠페인_L,25-34,남성,광주,게임,모바일,재방문,41275,1538,123,393821,124,6819,22.5
2023-03-03,KakaoTalk,캠페인_P,55+,남성,서울,자동차,모바일,재방문,26767,894,57,114803,103,1885,49.6
2023-03-03,KakaoTalk,캠페인_J,35-44,남성,제주,뷰티,PC,재방문,44352,744,35,625620,219,3196,30.5
2023-03-03,KakaoTalk,캠페인_I,55+,여성,부산,패션,모바일,신규,430,18,1,692473,89,32,29.0
2023-03-03,TikTok,캠페인_S,55+,여성,대전,운동/헬스,PC,신규,22185,936,17,813213,289,4158,79.3
2023-03-04,Naver,캠페인_C,45-54,남성,대구,재테크,PC,신규,19049,575,8,314613,175,1233,60.2
2023-03-04,TikTok,캠페인_Q,35-44,남성,서울,자동차,모바일,신규,10348,565,48,747167,253,2048,35.0
2023-03-04,Instagram,캠페인_A,55+,여성,서울,여행,모바일,재방문,32894,704,73,795543,192,2502,58.4
2023-03-04,Facebook,캠페인_Q,25-34,남성,광주,자동차,PC,신규,29381,566,50,785771,205,1687,21.6
2023-03-04,KakaoTalk,캠페인_A,35-44,남성,부산,뷰티,모바일,재방문,8122,44,2,713099,43,192,37.7
2023-03-05,Naver,캠페인_D,25-34,여성,부산,음식,PC,재방문,6579,307,19,858275,43,1094,39.9
2023-03-05,YouTube,캠페인_G,35-44,여성,대전,패션,모바일,재방문,10854,420,46,709430,150,1646,25.6
2023-03-05,KakaoTalk,캠페인_K,25-34,남성,광주,게임,PC,재방문,11700,564,15,781958,199,788,77.3
2023-03-05,Instagram,캠페인_O,25-34,남성,경기,여행,모바일,신규,34756,758,43,255257,291,2260,55.1
2023-03-05,TikTok,캠페인_K,55+,남성,제주,반려동물,모바일,신규,13889,465,4,106681,60,2084,26.0
2023-03-06,YouTube,캠페인_E,35-44,남성,제주,게임,PC,재방문,10124,499,40,447751,147,1968,30.2
2023-03-06,YouTube,캠페인_A,35-44,남성,서울,재테크,모바일,재방문,49827,1322,110,793807,136,5373,33.4
2023-03-06,Facebook,캠페인_K,55+,여성,경기,뷰티,PC,재방문,42014,1765,162,347423,79,2248,23.8
2023-03-06,Facebook,캠페인_N,35-44,남성,제주,반려동물,모바일,재방문,27930,1098,103,69052,173,2427,30.5
2023-03-06,Facebook,캠페인_P,18-24,여성,제주,뷰티,PC,신규,44395,1968,76,287952,257,7202,55.0
2023-03-06,Instagram,캠페인_K,45-54,남성,서울,패션,모바일,재방문,22324,1218,144,526457,55,2321,26.3
2023-03-06,Instagram,캠페인_G,55+,여성,경기,재테크,모바일,신규,23820,937,62,579264,74,3419,67.9
2023-03-07,TikTok,캠페인_R,55+,남성,대전,음식,모바일,신규,5771,301,33,944968,176,1135,57.6
2023-03-07,Instagram,캠페인_K,18-24,여성,부산,반려동물,모바일,재방문,7267,73,5,23053,253,217,72.2
2023-03-07,KakaoTalk,캠페인_P,18-24,남성,경기,패션,모바일,신규,33589,1441,97,883198,25,2408,66.5
2023-03-08,Instagram,캠페인_B,18-24,남성,인천,운동/헬스,모바일,재방문,24696,1399,52,321616,283,4795,41.5
2023-03-08,KakaoTalk,캠페인_H,35-44,남성,대전,반려동물,모바일,재방문,13706,382,32,386818,245,1461,36.7
2023-03-09,YouTube,캠페인_S,18-24,여성,대구,음식,PC,재방문,8429,361,16,459001,113,494,32.5
2023-03-09,Naver,캠페인_Q,35-44,남성,인천,육아,모바일,재방문,28716,1406,49,943269,21,2953,65.4
2023-03-09,YouTube,캠페인_C,18-24,여성,대구,육아,PC,재방문,2275,13,0,246633,189,40,56.6
2023-03-10,TikTok,캠페인_L,25-34,남성,인천,패션,PC,재방문,32926,1525,105,852503,76,3953,81.8
2023-03-10,Naver,캠페인_K,45-54,남성,인천,재테크,모바일,재방문,45364,516,45,129088,65,1695,43.5
2023-03-10,KakaoTalk,캠페인_S,25-34,여성,서울,재테크,모바일,재방문,18006,1076,72,916217,253,2441,41.4
2023-03-10,KakaoTalk,캠페인_P,25-34,남성,서울,뷰티,모바일,신규,48308,501,12,634350,213,777,73.7
2023-03-10,Naver,캠페인_E,18-24,남성,서울,게임,모바일,신규,23467,448,10,449331,119,1771,30.5
2023-03-11,TikTok,캠페인_R,35-44,여성,대전,육아,PC,재방문,8091,474,8,757347,148,1082,30.3
2023-03-11,YouTube,캠페인_R,35-44,여성,부산,재테크,모바일,신규,48345,1696,196,648546,281,4274,70.8
2023-03-11,Naver,캠페인_H,25-34,남성,광주,육아,PC,재방문,22113,1188,66,296599,193,4085,83.0
2023-03-12,Naver,캠페인_D,18-24,남성,제주,패션,모바일,신규,30156,1770,100,191816,283,7256,32.3
2023-03-12,YouTube,캠페인_I,35-44,여성,대전,음식,모바일,신규,9065,374,22,543351,96,1110,70.7
2023-03-12,TikTok,캠페인_G,45-54,여성,대전,운동/헬스,PC,재방문,42370,786,22,109971,290,1801,55.6
2023-03-12,KakaoTalk,캠페인_N,55+,남성,인천,육아,모바일,재방문,22913,826,40,16692,130,3184,58.5
2023-03-13,Facebook,캠페인_Q,18-24,남성,광주,여행,모바일,재방문,2237,105,2,720484,292,460,57.3
2023-03-13,Instagram,캠페인_E,25-34,여성,인천,자동차,모바일,재방문,26612,1373,131,418349,220,2355,30.0
2023-03-13,Instagram,캠페인_E,55+,여성,경기,육아,모바일,신규,49227,2780,77,328939,26,4795,61.2
2023-03-13,TikTok,캠페인_O,25-34,여성,경기,게임,모바일,신규,6842,256,13,870840,269,271,37.5
2023-03-13,Facebook,캠페인_L,18-24,남성,광주,반려동물,모바일,재방문,4933,206,20,137950,89,389,60.2
2023-03-13,Naver,캠페인_B,55+,여성,광주,육아,모바일,재방문,22661,686,53,567457,103,1764,35.3
2023-03-14,Naver,캠페인_J,25-34,남성,광주,반려동물,모바일,재방문,12660,375,44,192286,67,1009,58.6
2023-03-14,KakaoTalk,캠페인_J,18-24,여성,제주,음식,모바일,신규,36391,933,103,358052,45,1534,76.1
2023-03-14,Naver,캠페인_A,55+,남성,제주,여행,태블릿,신규,9374,265,18,889379,167,494,78.1
2023-03-14,YouTube,캠페인_I,18-24,여성,제주,운동/헬스,PC,재방문,37417,418,4,829602,243,1006,36.1
2023-03-15,Instagram,캠페인_A,25-34,남성,인천,반려동물,모바일,재방문,2519,28,0,68929,87,100,31.0
2023-03-15,YouTube,캠페인_O,45-54,여성,제주,음식,PC,신규,46553,1685,95,177629,102,5017,36.0
2023-03-15,Facebook,캠페인_B,25-34,남성,제주,여행,모바일,재방문,15320,230,25,483251,78,382,50.4
2023-03-16,YouTube,캠페인_H,18-24,여성,서울,여행,모바일,재방문,12443,625,16,401122,93,2390,38.3
2023-03-16,KakaoTalk,캠페인_M,25-34,여성,대구,재테크,태블릿,신규,10112,473,54,811204,13,1621,23.3
2023-03-16,Instagram,캠페인_D,45-54,남성,경기,운동/헬스,모바일,재방문,46908,579,63,890621,58,1748,69.0
2023-03-16,Facebook,캠페인_O,18-24,남성,부산,여행,PC,신규,44929,1844,159,370500,147,7908,55.7
2023-03-17,KakaoTalk,캠페인_C,45-54,여성,경기,패션,모바일,재방문,1866,77,7,559075,164,199,38.6
2023-03-17,Instagram,캠페인_P,45-54,남성,대구,패션,PC,신규,45613,2418,199,722032,294,5779,57.0
2023-03-17,YouTube,캠페인_O,35-44,여성,서울,반려동물,PC,재방문,12685,319,17,492092,8,874,82.2
2023-03-17,Naver,캠페인_I,18-24,여성,제주,자동차,PC,신규,546,18,0,204502,270,48,27.9
2023-03-17,TikTok,캠페인_L,55+,여성,대전,패션,모바일,신규,49023,1012,36,85667,95,1463,58.4
2023-03-18,TikTok,캠페인_T,25-34,남성,인천,자동차,모바일,재방문,2090,28,0,796094,152,82,35.1
2023-03-18,Instagram,캠페인_E,55+,여성,부산,육아,모바일,재방문,12322,286,17,102067,51,652,57.0
2023-03-18,Facebook,캠페인_D,25-34,남성,광주,패션,모바일,재방문,14851,651,63,68196,53,1026,65.5
2023-03-18,Naver,캠페인_L,25-34,남성,서울,여행,모바일,재방문,48573,2175,64,339106,287,4558,79.9
2023-03-19,Facebook,캠페인_R,55+,여성,부산,여행,모바일,신규,39495,1758,79,138031,133,6439,33.3
2023-03-19,Facebook,캠페인_L,45-54,여성,부산,뷰티,PC,신규,26102,965,89,923856,229,3362,44.0
2023-03-19,Instagram,캠페인_A,18-24,여성,인천,게임,PC,신규,44291,2450,183,343160,139,3614,52.3
2023-03-19,Facebook,캠페인_A,45-54,남성,인천,자동차,모바일,재방문,19210,752,66,404917,292,3037,69.3
2023-03-19,TikTok,캠페인_J,25-34,남성,부산,뷰티,모바일,신규,3674,139,9,112869,110,490,39.6
2023-03-19,TikTok,캠페인_K,18-24,여성,광주,게임,모바일,재방문,49507,1372,29,353547,298,3844,80.7
2023-03-19,YouTube,캠페인_C,45-54,여성,인천,재테크,모바일,재방문,30226,866,29,262489,172,917,61.1
2023-03-19,YouTube,캠페인_N,18-24,여성,제주,여행,PC,재방문,30666,1778,210,336140,160,5428,63.4
2023-03-20,Naver,캠페인_C,45-54,여성,서울,여행,모바일,신규,8606,249,2,51694,271,314,29.9
2023-03-20,TikTok,캠페인_Q,45-54,여성,부산,음식,모바일,재방문,39587,714,62,355750,67,2020,60.0
2023-03-20,Naver,캠페인_J,35-44,남성,제주,뷰티,PC,재방문,47607,1417,72,648358,90,3044,82.0
2023-03-20,Naver,캠페인_G,35-44,여성,광주,재테크,태블릿,재방문,22947,711,26,768508,85,738,74.7
2023-03-21,Naver,캠페인_K,35-44,남성,부산,자동차,모바일,신규,922,48,1,434616,83,142,23.7
2023-03-21,TikTok,캠페인_T,25-34,남성,서울,운동/헬스,PC,재방문,19621,1041,105,218651,181,4235,44.6
2023-03-21,TikTok,캠페인_T,55+,남성,경기,재테크,PC,재방문,38094,1060,59,113482,115,3933,84.4
2023-03-22,Instagram,캠페인_J,45-54,여성,광주,여행,모바일,재방문,4408,263,8,58859,23,512,75.6
2023-03-22,Facebook,캠페인_M,35-44,여성,대구,게임,모바일,신규,12274,529,18,712046,81,849,82.5
2023-03-22,TikTok,캠페인_R,45-54,여성,대구,뷰티,PC,재방문,31597,293,23,606159,175,1279,45.8
2023-03-23,TikTok,캠페인_R,55+,남성,서울,재테크,PC,재방문,14211,814,65,453706,289,2813,78.5
2023-03-23,TikTok,캠페인_K,35-44,여성,제주,자동차,모바일,신규,11227,468,29,301445,292,474,76.8
2023-03-23,TikTok,캠페인_T,18-24,여성,대전,게임,모바일,재방문,45359,1418,151,965988,230,1786,57.3
2023-03-23,KakaoTalk,캠페인_C,55+,여성,광주,자동차,모바일,신규,14615,405,18,136172,273,1333,68.1
2023-03-23,KakaoTalk,캠페인_A,55+,남성,인천,운동/헬스,PC,재방문,22967,1372,17,702274,235,4049,35.2
2023-03-24,Instagram,캠페인_N,25-34,여성,서울,자동차,모바일,신규,47630,533,38,642642,51,1296,54.5
2023-03-24,Instagram,캠페인_N,25-34,남성,대전,패션,모바일,재방문,17348,864,42,696263,124,3170,48.7
2023-03-24,Facebook,캠페인_A,45-54,남성,서울,여행,모바일,재방문,31525,507,12,880516,27,1094,45.4
2023-03-24,TikTok,캠페인_N,35-44,여성,대구,자동차,모바일,신규,1990,116,9,612596,103,219,37.2
2023-03-24,Facebook,캠페인_R,25-34,남성,대구,패션,모바일,재방문,38223,1580,95,988489,204,5208,25.6
2023-03-25,Instagram,캠페인_C,55+,여성,광주,패션,모바일,신규,9509,235,27,673819,43,501,83.6
2023-03-25,KakaoTalk,캠페인_D,25-34,여성,광주,여행,태블릿,재방문,5071,177,11,623586,31,389,36.5
2023-03-26,YouTube,캠페인_H,35-44,남성,제주,패션,모바일,신규,17611,512,26,219259,113,1897,63.3
2023-03-26,Naver,캠페인_N,55+,여성,제주,뷰티,PC,재방문,47479,1738,189,709199,213,3608,37.6
2023-03-26,Facebook,캠페인_A,45-54,남성,부산,육아,PC,재방문,49678,2056,40,484449,168,5693,54.9
2023-03-26,KakaoTalk,캠페인_P,55+,여성,서울,반려동물,모바일,신규,27884,306,6,663444,282,580,65.4
2023-03-27,Naver,캠페인_R,25-34,남성,부산,뷰티,모바일,재방문,13136,151,9,603010,258,374,73.5
2023-03-27,Facebook,캠페인_G,35-44,여성,대구,운동/헬스,모바일,신규,48088,1776,150,40897,238,2334,32.8
2023-03-28,Instagram,캠페인_T,35-44,여성,인천,운동/헬스,모바일,재방문,49783,1850,193,923606,56,5457,75.9
2023-03-28,TikTok,캠페인_H,35-44,여성,경기,자동차,PC,재방문,30739,1014,65,341390,238,4290,24.1
2023-03-28,Facebook,캠페인_L,35-44,남성,부산,반려동물,모바일,재방문,1000,33,2,803535,218,89,47.7
2023-03-28,YouTube,캠페인_T,55+,남성,부산,패션,모바일,재방문,28869,1011,55,875001,138,3652,26.5
2023-03-29,Naver,캠페인_S,45-54,남성,대전,패션,PC,신규,47969,1928,159,109273,154,8650,44.5
2023-03-29,Instagram,캠페인_I,35-44,여성,대구,육아,PC,재방문,12535,285,19,463734,61,301,65.9
2023-03-29,KakaoTalk,캠페인_N,45-54,여성,광주,운동/헬스,PC,재방문,22647,235,11,766520,232,301,21.6
2023-03-29,Naver,캠페인_B,25-34,여성,대구,재테크,PC,신규,12464,493,22,644973,171,1374,45.6
2023-03-29,YouTube,캠페인_O,45-54,남성,대전,게임,PC,재방문,49063,1326,14,408388,32,4441,24.9
2023-03-30,Facebook,캠페인_M,45-54,남성,광주,여행,모바일,신규,22688,890,103,125330,82,1836,44.4
2023-03-30,Facebook,캠페인_Q,25-34,여성,제주,뷰티,모바일,재방문,19690,661,37,732207,298,2052,57.5
2023-03-30,Instagram,캠페인_B,45-54,남성,제주,육아,모바일,재방문,40020,563,19,226216,233,1678,28.7
2023-03-30,KakaoTalk,캠페인_Q,18-24,남성,서울,게임,모바일,재방문,2231,13,0,316183,55,33,44.7
2023-03-31,KakaoTalk,캠페인_L,18-24,여성,서울,음식,PC,재방문,34908,1355,102,133404,103,4045,48.0
2023-03-31,Naver,캠페인_A,18-24,남성,대전,게임,모바일,신규,17449,794,32,406993,192,1946,70.5
2023-03-31,YouTube,캠페인_F,35-44,여성,서울,자동차,모바일,재방문,40288,423,27,825445,294,1491,41.9
2023-03-31,YouTube,캠페인_B,55+,여성,제주,여행,모바일,재방문,15052,511,44,48928,69,831,44.8
2023-03-31,YouTube,캠페인_E,45-54,여성,서울,재테크,모바일,신규,13965,163,10,735469,258,364,76.7
2023-03-31,Facebook,캠페인_C,25-34,남성,광주,음식,PC,재방문,41522,428,20,22358,274,1826,52.8
2023-03-31,Facebook,캠페인_N,25-34,여성,부산,자동차,PC,신규,9440,237,10,273217,56,639,48.6
2023-03-31,Naver,캠페인_S,25-34,여성,서울,운동/헬스,모바일,신규,39407,1989,74,482501,177,5972,32.7
2023-03-31,Naver,캠페인_J,55+,남성,부산,재테크,PC,재방문,8175,143,9,797115,143,159,40.6
2023-04-01,KakaoTalk,캠페인_R,25-34,남성,광주,게임,모바일,재방문,15912,100,10,528285,107,299,53.1
2023-04-01,Instagram,캠페인_T,25-34,여성,경기,게임,모바일,재방문,23086,149,4,157679,291,339,42.0
2023-04-02,Naver,캠페인_O,25-34,남성,대구,반려동물,모바일,재방문,31187,1316,26,177727,220,2422,25.6
2023-04-02,YouTube,캠페인_C,18-24,여성,대전,뷰티,태블릿,신규,27829,207,19,614268,38,241,29.1
2023-04-02,Instagram,캠페인_C,18-24,남성,서울,뷰티,모바일,재방문,44349,1483,120,350083,117,5659,80.1
2023-04-02,Facebook,캠페인_G,35-44,남성,서울,패션,PC,신규,41512,1020,113,516694,224,1713,42.5
2023-04-03,TikTok,캠페인_H,18-24,남성,광주,여행,모바일,신규,6512,379,15,148856,249,1679,81.6
2023-04-03,YouTube,캠페인_I,35-44,여성,부산,여행,PC,재방문,4531,234,10,209233,171,806,44.3
2023-04-03,Facebook,캠페인_L,35-44,남성,인천,재테크,PC,신규,18644,109,3,92890,151,352,32.3
2023-04-03,Facebook,캠페인_K,18-24,여성,대전,자동차,PC,신규,20132,1104,73,801488,134,3645,62.0
2023-04-03,Naver,캠페인_L,18-24,여성,인천,음식,모바일,재방문,31397,574,50,802653,294,954,33.4
2023-04-03,TikTok,캠페인_F,55+,여성,제주,게임,모바일,재방문,15574,810,46,329556,227,2351,68.1
2023-04-03,Facebook,캠페인_O,55+,여성,대구,패션,모바일,신규,19368,357,37,654320,183,475,58.2
2023-04-03,YouTube,캠페인_C,25-34,여성,경기,패션,모바일,재방문,25413,1453,45,319856,69,5875,26.2
2023-04-03,Naver,캠페인_H,45-54,여성,부산,패션,모바일,신규,44561,2510,297,543354,291,8836,24.5
2023-04-03,TikTok,캠페인_E,18-24,남성,부산,자동차,모바일,재방문,7614,283,21,801765,246,981,66.8
2023-04-04,Instagram,캠페인_A,35-44,여성,광주,뷰티,모바일,신규,33205,1563,96,252719,134,5648,54.2
2023-04-04,TikTok,캠페인_A,45-54,남성,광주,반려동물,모바일,재방문,19235,884,40,606741,129,1604,44.2
2023-04-04,KakaoTalk,캠페인_S,45-54,여성,경기,운동/헬스,모바일,재방문,39361,2067,20,715506,290,2262,36.1
2023-04-04,Naver,캠페인_F,55+,여성,서울,자동차,모바일,신규,32022,329,4,508056,280,1255,67.7
2023-04-04,KakaoTalk,캠페인_K,35-44,남성,서울,여행,모바일,신규,32190,1454,81,882835,164,6308,60.8
2023-04-04,TikTok,캠페인_J,35-44,남성,광주,뷰티,태블릿,재방문,2627,157,5,427199,295,524,55.2
2023-04-04,YouTube,캠페인_M,18-24,여성,제주,패션,모바일,재방문,32541,1102,105,290208,155,4167,45.2
2023-04-04,YouTube,캠페인_D,25-34,여성,서울,반려동물,모바일,재방문,39012,1370,57,361310,13,2878,81.3
2023-04-05,KakaoTalk,캠페인_H,45-54,남성,부산,게임,모바일,신규,26503,1333,74,884791,215,3971,23.8
2023-04-05,YouTube,캠페인_N,25-34,남성,대구,뷰티,모바일,재방문,24166,1430,39,385685,299,5949,72.1
2023-04-05,Instagram,캠페인_C,25-34,남성,부산,여행,PC,신규,18803,1110,97,220330,17,1998,42.4
2023-04-06,Instagram,캠페인_E,18-24,남성,부산,운동/헬스,모바일,재방문,29549,176,4,957148,61,318,78.2
2023-04-06,Naver,캠페인_M,18-24,남성,인천,자동차,PC,재방문,17380,877,27,69013,298,2163,59.2
2023-04-06,Instagram,캠페인_H,25-34,여성,대전,육아,PC,신규,25407,1308,132,949506,166,3909,44.9
2023-04-06,YouTube,캠페인_H,25-34,여성,제주,운동/헬스,태블릿,신규,43184,754,80,142464,139,1248,25.2
2023-04-06,YouTube,캠페인_P,45-54,여성,부산,여행,모바일,재방문,46908,538,14,397471,22,655,27.7
2023-04-06,Instagram,캠페인_G,18-24,여성,서울,여행,PC,신규,36504,400,15,798052,123,1197,22.0
2023-04-06,KakaoTalk,캠페인_C,45-54,여성,제주,패션,모바일,재방문,19688,253,30,527919,100,508,50.1
2023-04-07,TikTok,캠페인_I,55+,여성,대전,육아,모바일,신규,47244,329,28,578864,187,480,40.4
2023-04-07,YouTube,캠페인_D,55+,여성,제주,패션,PC,재방문,48864,2548,187,190352,130,4146,22.9
2023-04-07,Naver,캠페인_D,55+,여성,제주,여행,모바일,신규,22105,1039,62,142027,85,1574,48.7
